WKT,highway,noname,name,surface,maxspeed,ref,service,oneway,lanes,tracktype,smoothness,source_1
"LINESTRING (-59.431893 13.1254827,-59.431775 13.1255258,-59.4316704 13.1256355,-59.4315899 13.1257244,-59.4315486 13.1257594,-59.4314638 13.1258315,-59.4313056 13.1259098,-59.4311822 13.1260012,-59.4311017 13.1260718,-59.4310722 13.1261371,-59.431083 13.1261945,-59.4311259 13.1262337,-59.4312037 13.1262442,-59.4313673 13.1262285,-59.4315738 13.126205)",residential,,,,,,,,,,,
"LINESTRING (-59.4358111 13.1254422,-59.4355973 13.1256387,-59.4348213 13.1275013,-59.4347945 13.1275731,-59.4347931 13.1276253,-59.4348106 13.1276763,-59.4349903 13.1279127,-59.4350151 13.1279277,-59.4350453 13.1279309,-59.4351002 13.1279061,-59.4353683 13.1277078,-59.436004 13.1261732,-59.4362581 13.1259229)",residential,,Castle Terrace,,,,,,,,,
"LINESTRING (-59.4314638 13.1258315,-59.4315309 13.1258889,-59.4315684 13.1259594,-59.4315845 13.1260352,-59.4315738 13.126205)",residential,,,,,,,,,,,
"LINESTRING (-59.432075 13.1266034,-59.4318984 13.1265733,-59.4318018 13.1265315,-59.4316918 13.1264244,-59.4316301 13.1262912,-59.4315738 13.126205)",residential,,,,,,,,,,,
"LINESTRING (-59.4359309 13.129468,-59.4356287 13.1298729,-59.4352899 13.1303706,-59.4349328 13.1308241,-59.434798 13.1308907,-59.4344634 13.1306572,-59.4342637 13.1305308)",service,yes,,,,,,,,,,
"LINESTRING (-59.431436 13.1305374,-59.4323718 13.1296536,-59.432732 13.1299631)",service,yes,,,,,,,,,,
"LINESTRING (-59.4322372 13.1316962,-59.4322765 13.131631,-59.4323824 13.1316241,-59.4324248 13.1315691,-59.4324424 13.1315141,-59.431436 13.1305374)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4351483 13.132566,-59.4354411 13.1322704,-59.4358729 13.131822,-59.4364625 13.1311503,-59.4368916 13.130607)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4345349 13.1335417,-59.4345371 13.1333898,-59.434538 13.1332408,-59.4345692 13.1330653,-59.4346207 13.1329149,-59.4347151 13.1327895,-59.4348827 13.1326284,-59.4350385 13.1325415,-59.4351483 13.132566)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4345349 13.1335417,-59.4347665 13.133391,-59.434921 13.1333409,-59.4350068 13.1333325)",residential,yes,,,,,,,,,,
"LINESTRING (-59.433931 13.134164,-59.4340369 13.1340681,-59.4342086 13.133926,-59.4343459 13.1337839,-59.4344746 13.1336752,-59.4345349 13.1335417)",residential,,Shrewbury Drive,,,,,,,,,
"LINESTRING (-59.433931 13.134164,-59.4338579 13.1340643,-59.4338186 13.1338991,-59.4337849 13.1336742,-59.4337162 13.1333984,-59.4336819 13.1332062,-59.4336335 13.1330817,-59.4335219 13.1329731,-59.433476 13.1329149,-59.4334361 13.1328644)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4320816 13.132013,-59.4316722 13.1316619,-59.4318962 13.1314378)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4318412 13.1325022,-59.4313354 13.1320591)",residential,,3rd,,,,,,,,,
"LINESTRING (-59.4310748 13.1341438,-59.4313634 13.1335563,-59.4315712 13.133052,-59.4318412 13.1325022,-59.4320816 13.132013,-59.4322372 13.1316962)",residential,,Hamden Drive,,,,,,,,,
"LINESTRING (-59.4352557 13.1345111,-59.4352742 13.1345749,-59.4355668 13.1349276,-59.4355818 13.1349457,-59.4357878 13.135255,-59.4359555 13.135508,-59.436251 13.135807)",residential,,Harmony Hall,,,,,,,,,
"LINESTRING (-59.4346874 13.1355328,-59.435084 13.1351547)",residential,yes,,,,,,,,,,
"LINESTRING (-59.43416 13.1350286,-59.4342145 13.1349724,-59.4343647 13.1348175,-59.4344162 13.134759,-59.4343888 13.1347367,-59.4343214 13.134686,-59.4341325 13.1345002,-59.4339609 13.1342829,-59.4339265 13.134216,-59.433931 13.134164)",residential,,Shrewbury Drive,,,,,,,,,
"LINESTRING (-59.4343307 13.1352028,-59.4348695 13.1346949)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4338924 13.134747,-59.4342145 13.1349724)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4340369 13.1345946,-59.4338924 13.134747,-59.4335219 13.1351379)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4331666 13.1360284,-59.43416 13.1350286)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4353641 13.1355152,-59.4350313 13.1358356)",residential,,,,,,,,,,,
"LINESTRING (-59.43416 13.1350286,-59.4343307 13.1352028,-59.4346874 13.1355328,-59.4350313 13.1358356,-59.4353476 13.136114,-59.4360158 13.1367032)",residential,,Shrewbury Drive,,,,,,,,,
"LINESTRING (-59.4353209 13.1380652,-59.4352736 13.1379568,-59.435165 13.1378068,-59.4351399 13.1377615)",primary,,Highway 5,asphalt,60,H5,,,,,,
"LINESTRING (-59.4328516 13.1385183,-59.4340814 13.1374131)",residential,,5th Avenue,,,,,,,,,
"LINESTRING (-59.4335783 13.1391732,-59.4347072 13.1381718)",residential,,1st Avenue,,,,,,,,,
"LINESTRING (-59.4332028 13.1388427,-59.4344129 13.1377825)",residential,,3rd Avenue,,,,,,,,,
"LINESTRING (-59.4327945 13.1378599,-59.4324414 13.1381587)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4315959 13.1380776,-59.4322973 13.1374655)",residential,,8th Avenue,,,,,,,,,
"LINESTRING (-59.4311896 13.1377132,-59.4317528 13.1371262)",residential,,9th Avenue,,,,,,,,,
"LINESTRING (-59.4321254 13.1385618,-59.4320781 13.1385105)",residential,,Ocean View Terrace,,,,,,,,,
"LINESTRING (-59.4313856 13.13991,-59.432816 13.1384907)",residential,,6th Avenue,,,,,,,,,
"LINESTRING (-59.4317388 13.1402297,-59.433172 13.1388164)",residential,,4th Avenue,,,,,,,,,
"LINESTRING (-59.4396882 13.1419647,-59.4395663 13.1421811,-59.439467 13.1422686,-59.43859 13.1428234)",residential,yes,,,,,,,,,,
"LINESTRING (-59.43859 13.1428234,-59.43837 13.1426343,-59.4376714 13.1418668)",residential,,,,,,,,,,,
"LINESTRING (-59.4373559 13.1410166,-59.4369674 13.1413012,-59.4365112 13.1416344)",service,yes,,,,,,,,,,
"LINESTRING (-59.4376086 13.1419108,-59.4369674 13.1413012)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4369674 13.1413012,-59.4366644 13.141086,-59.4363971 13.1408048)",service,yes,,,,,,,,,,
"LINESTRING (-59.4387297 13.1411243,-59.4376714 13.1418668,-59.4376086 13.1419108,-59.4366025 13.1426665,-59.4364791 13.1427466,-59.4363919 13.1427688,-59.4359963 13.1428132,-59.4352573 13.1429791,-59.4351192 13.1429869,-59.4349556 13.1429608,-59.4345792 13.1428293)",residential,,River Land,,,,,,,,,
"LINESTRING (-59.4344088 13.1389638,-59.4347439 13.1392499,-59.4348898 13.1394004,-59.4350014 13.1395174,-59.4351473 13.1395842,-59.4353468 13.139769,-59.4353552 13.1397938,-59.4353539 13.1398199,-59.4353405 13.1398473,-59.4349931 13.1401777,-59.4349194 13.1402848,-59.4349115 13.140444)",residential,yes,,,,,,,,,,
"LINESTRING (-59.435116 13.1422007,-59.4348806 13.1419302,-59.4348645 13.1419093,-59.4348625 13.1418924,-59.4348652 13.1418774,-59.4348806 13.1418467,-59.4350629 13.1417071,-59.4351259 13.1416522,-59.4351433 13.1416091,-59.4351514 13.1415412,-59.4351125 13.1414602,-59.4350226 13.1413401,-59.4349904 13.1412957,-59.4349651 13.1412394,-59.434969 13.1411037,-59.4349757 13.1408843,-59.4349703 13.140721,-59.4349489 13.1405865,-59.4349115 13.140444)",residential,,,,,,,,,,,
"LINESTRING (-59.4323516 13.1407952,-59.4339541 13.1422567,-59.434459 13.1427167)",residential,,Lynches,,,,,,,,,
"LINESTRING (-59.4321097 13.1405704,-59.4335614 13.1391607)",residential,,2nd Avenue,,,,,,,,,
"LINESTRING (-59.4312256 13.1425723,-59.4314985 13.1421394)",residential,yes,,,,,,,,,,
"LINESTRING (-59.434459 13.1427167,-59.435116 13.1422007,-59.4352573 13.1420898)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4358816 13.1440492,-59.4357324 13.143988,-59.4352721 13.1436851,-59.4351517 13.143552,-59.4350168 13.1434137,-59.4348946 13.1433454,-59.4347885 13.1433366)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4339541 13.1422567,-59.4335741 13.1426044,-59.43303 13.1428867,-59.4328659 13.1430436)",residential,,Lynches,,,,,,,,,
"LINESTRING (-59.434459 13.1427167,-59.4345792 13.1428293,-59.4344795 13.142936,-59.4342341 13.1430457,-59.4339618 13.1432076,-59.433715 13.14341,-59.4335206 13.143585)",residential,,Lynches,,,,,,,,,
"LINESTRING (-59.4335206 13.143585,-59.4337356 13.1437758)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4360057 13.1433909,-59.4357054 13.1434329,-59.4354376 13.1434802,-59.43522 13.143517,-59.4351517 13.143552,-59.4350132 13.1436606,-59.4348946 13.1438111,-59.4347543 13.1440265,-59.4345858 13.1443121)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4334742 13.1440878,-59.4335839 13.1439547,-59.4337356 13.1437758)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4312961 13.1417251,-59.4328659 13.1430436,-59.4335206 13.143585)",residential,,Lynches Tenantry Road,asphalt,60,,,,,,,
"LINESTRING (-59.4330772 13.1436563,-59.432442 13.1431632,-59.4322017 13.1429458)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4316141 13.1428705,-59.4319448 13.1424737)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4322129 13.1434466,-59.431873 13.1430693,-59.4316141 13.1428705,-59.4312256 13.1425723,-59.4311435 13.1425093)",residential,,Cactus Avenue,,,,,,,,,
"LINESTRING (-59.4311751 13.1442395,-59.4316101 13.1439949,-59.4317732 13.1438779,-59.4320523 13.1436361,-59.4322129 13.1434466,-59.432442 13.1431632)",residential,,Rose Avenue,,,,,,,,,
"LINESTRING (-59.4320523 13.1436361,-59.432696 13.1441209)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4316101 13.1439949,-59.4319877 13.1442875)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4534274 13.0995375,-59.4537252 13.0994591,-59.4539344 13.099399,-59.4540095 13.0993833,-59.4540524 13.0993468,-59.454047 13.0992214,-59.4540604 13.0991116,-59.4541329 13.0990646,-59.4543018 13.0990724,-59.4545607 13.0991195)",residential,,,,,,,,,,,
"LINESTRING (-59.4568861 13.0991077,-59.4567815 13.0993481,-59.4566984 13.0995153,-59.4565616 13.099591,-59.456465 13.0995962,-59.45617 13.0995022,-59.4559501 13.0994865,-59.4557864 13.0994565)",residential,,,,,,,,,,,
"LINESTRING (-59.4546126 13.1001631,-59.454735 13.0996315)",tertiary,,Foul Bay Road,asphalt,60,,,,,,,
"LINESTRING (-59.4536541 13.1004753,-59.4540725 13.1005354,-59.454508 13.1005871)",residential,,,,,,,,,,,
"LINESTRING (-59.4567266 13.1002742,-59.4564421 13.1002239)",residential,,,,,,,,,,,
"LINESTRING (-59.4572737 13.0999763,-59.457727 13.1000364,-59.457896 13.1000861,-59.4579162 13.1001265)",residential,,,,,,,,,,,
"LINESTRING (-59.4553653 13.1006712,-59.4554485 13.1003917,-59.4554633 13.1003053)",residential,,,,,,,,,,,
"LINESTRING (-59.4564369 13.0999763,-59.4564421 13.1002239,-59.4563905 13.1004603)",residential,,,,,,,,,,,
"LINESTRING (-59.454735 13.0996315,-59.4547591 13.0995113,-59.4547431 13.0994121,-59.4546653 13.0993285,-59.4545821 13.0992344,-59.4545607 13.0991195,-59.4545553 13.0990202,-59.4545955 13.0988844,-59.4546451 13.09859,-59.4547255 13.0981123,-59.4547833 13.0977688,-59.4548095 13.0976011,-59.454845 13.0973744,-59.4549523 13.0969825,-59.4551776 13.096588,-59.4554377 13.0961517,-59.4555797 13.0959069,-59.4556255 13.0958278,-59.4558508 13.0955666,-59.4560788 13.0952714,-59.4563095 13.0949761,-59.456575 13.0947227,-59.4567601 13.0945921,-59.4568486 13.0945477,-59.4570927 13.0945007,-59.4572777 13.0944876,-59.4573931 13.0945059,-59.4575256 13.0945519,-59.4576051 13.0945767,-59.4579319 13.0946884,-59.4581444 13.094753,-59.4583552 13.0947824,-59.4586048 13.0947989,-59.4587909 13.0948357,-59.4591018 13.0949112,-59.4593812 13.0949823,-59.4599233 13.0951071,-59.4603042 13.0951867)",tertiary,,Foul Bay Road,asphalt,60,,,,,,,
"LINESTRING (-59.460138 13.0990875,-59.4602507 13.0991319,-59.4602845 13.0991978,-59.4602869 13.0992703,-59.4602319 13.0994689,-59.4601569 13.0996443)",residential,,,,,,,,,,,
"LINESTRING (-59.4595788 13.099367,-59.4599161 13.0995237,-59.4601569 13.0996443,-59.4604319 13.0997654)",residential,,,,,,,,,,,
"LINESTRING (-59.4595053 13.1000737,-59.4594474 13.0999914,-59.4593615 13.0999287,-59.4593562 13.0998399,-59.4594018 13.0996975)",residential,,,,,,,,,,,
"LINESTRING (-59.4596502 13.1000714,-59.4598464 13.0996831,-59.4599161 13.0995237)",residential,,,,,,,,,,,
"LINESTRING (-59.457814 13.1007475,-59.4579162 13.1001265)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4569975 13.1009769,-59.4567024 13.100956,-59.4563966 13.1009142,-59.4563296 13.1008979)",residential,,,,,,,,,,,
"LINESTRING (-59.4587165 13.1008992,-59.457814 13.1007475,-59.4573003 13.1006646,-59.457259 13.1006203,-59.457324 13.1001432)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4607496 13.1005583,-59.4605135 13.1004564,-59.4602587 13.1003153,-59.4600831 13.1002056)",residential,,,,,,,,,,,
"LINESTRING (-59.4656168 13.0999216,-59.4648831 13.0998461)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.4656168 13.0999216,-59.4656035 13.0996525,-59.4655632 13.0989472,-59.465557 13.098785,-59.4655866 13.0983683)",secondary,,St. Martin's Main Road,asphalt,60,HN,,no,2,,,
"LINESTRING (-59.4656035 13.0996525,-59.4672189 13.0993888)",residential,,Harrington Road,asphalt,,,,,,,,
"LINESTRING (-59.4656348 13.1003945,-59.4650521 13.1003581)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.4590433 13.1005366,-59.4592552 13.1002435,-59.4593925 13.1001181,-59.4594457 13.1000926,-59.4595053 13.1000737,-59.459547 13.1000679,-59.4596012 13.1000652,-59.4596502 13.1000714,-59.4597186 13.1001014,-59.4599516 13.1002056,-59.4600203 13.1002141,-59.4600831 13.1002056,-59.4601491 13.100171,-59.4602011 13.100122,-59.4602976 13.0999835,-59.4604319 13.0997654,-59.4605068 13.0995891,-59.4605632 13.0994271,-59.4605793 13.0992965,-59.4606436 13.0986434,-59.4606919 13.098531,-59.4607885 13.0984814,-59.4610701 13.098484,-59.4612889 13.0985083,-59.4618539 13.0985711,-59.4619874 13.0985859,-59.4622717 13.0985963,-59.462489 13.0985885,-59.4627063 13.0985467,-59.4629932 13.0984866,-59.4633875 13.0983482,-59.4640044 13.0981627,-59.464329 13.0980739,-59.4645999 13.0980503,-59.4648601 13.0980268,-59.4656222 13.0979988)",tertiary,,Heddings Main Road,asphalt,60,,,no,,,,
"LINESTRING (-59.4722212 13.0991643,-59.4730607 13.0995205)",residential,,Claude Skeete Avenue,asphalt,,,,,,,,
"LINESTRING (-59.471186 13.0981612,-59.4716246 13.0983483,-59.4731333 13.0989919,-59.4730607 13.0995205)",residential,,Mcdonald Blunt Drive,asphalt,,,,,,,,
"LINESTRING (-59.4713787 13.0999452,-59.4705834 13.0995844)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4703579 13.1000681,-59.4705834 13.0995844,-59.4707934 13.099119,-59.4710114 13.0986358,-59.471186 13.0981612)",residential,yes,,,,,,,,,,
"LINESTRING (-59.454267 13.098004,-59.4545245 13.0980432,-59.4547255 13.0981123)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4527555 13.0985447,-59.4528264 13.097978,-59.4528642 13.0977741,-59.4529178 13.0975468,-59.4529205 13.0974606)",residential,yes,,,,,,,,,,
"LINESTRING (-59.454165 13.0985291,-59.4545352 13.0985839,-59.4546451 13.09859)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4545955 13.0988844,-59.4529599 13.0985824,-59.4527555 13.0985447,-59.4526053 13.0985578,-59.4525597 13.0985293,-59.4525195 13.0985042,-59.4524069 13.0984311)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4538378 13.099096,-59.4540122 13.0991038,-59.4540604 13.0991116)",residential,,,,,,,,,,,
"LINESTRING (-59.454971 13.099352,-59.4551963 13.0978342)",residential,,Sargeant Park,,,,,,,,,
"LINESTRING (-59.4553734 13.099399,-59.455596 13.0978812)",residential,,Sargeant Park,,,,,,,,,
"LINESTRING (-59.4547431 13.0994121,-59.4548509 13.0993652,-59.454971 13.099352,-59.4553734 13.099399,-59.4557355 13.099446,-59.4557864 13.0994565,-59.4559527 13.0984664,-59.4560171 13.0979883,-59.4559608 13.0979151,-59.455596 13.0978812,-59.4551963 13.0978342,-59.4547833 13.0977688)",residential,,Sargeant Park,,,,,,,,,
"LINESTRING (-59.4607885 13.0984814,-59.4604481 13.0984481,-59.460225 13.0984378,-59.4600834 13.0984154,-59.4599412 13.0983867,-59.4598045 13.0983709,-59.4596314 13.0983475,-59.4595126 13.0983626,-59.4593297 13.0983436,-59.4590118 13.09829,-59.4588603 13.0982548,-59.4587181 13.0982234,-59.4585679 13.0981764,-59.4584486 13.0981476,-59.458415 13.0981228,-59.4584043 13.0980784,-59.4586229 13.0972699,-59.458753 13.0967252)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4612889 13.0985083,-59.4613673 13.0974257,-59.4613957 13.0970338)",residential,,,,,,,,,,,
"LINESTRING (-59.4618539 13.0985711,-59.4619187 13.0977365,-59.4619778 13.0973629,-59.4620019 13.097133)",residential,,,,,,,,,,,
"LINESTRING (-59.4659582 13.0981472,-59.4656035 13.0981295)",unclassified,,St. Martins Terrace,asphalt,,,,,,,,
"LINESTRING (-59.4659629 13.0979893,-59.4659582 13.0981472)",unclassified,,Circular Road,asphalt,,,,,,,,
"LINESTRING (-59.4656294 13.0967547,-59.4656384 13.0975146,-59.4656222 13.0979988,-59.4656035 13.0981295,-59.4655866 13.0983683)",secondary,,St. Martin's Main Road,asphalt,60,HN,,no,2,,,
"LINESTRING (-59.4659464 13.0985392,-59.4663728 13.0984147)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.465557 13.098785,-59.465104 13.0987694,-59.464918 13.0987628,-59.4646277 13.098778,-59.4642613 13.0987171)",residential,,Agard Road,asphalt,,,,,,,,
"LINESTRING (-59.465104 13.0987694,-59.465128 13.0994176)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.471186 13.0981612,-59.4710017 13.0980743,-59.4707121 13.0979489,-59.4706127 13.0978838,-59.4705726 13.0978575,-59.4704412 13.0978157,-59.470063 13.0978496,-59.4697465 13.0978549)",service,,,asphalt,,,,no,,,,
"LINESTRING (-59.4659582 13.0981472,-59.4659464 13.0985392,-59.4659239 13.099064,-59.465952 13.099124,-59.4660245 13.0991502,-59.4668063 13.0990835,-59.4669029 13.0990535,-59.4669257 13.0989947,-59.4669418 13.0988288,-59.4669613 13.0977537)",residential,,Circular Road,asphalt,,,,,,,,
"LINESTRING (-59.4716246 13.0983483,-59.4718351 13.0978843,-59.4723876 13.0981037)",residential,,Callender Close,asphalt,,,,,,,,
"LINESTRING (-59.467971 13.097526,-59.4679145 13.0979163,-59.4679121 13.0979739,-59.4679248 13.0980216,-59.4679999 13.098113,-59.468188 13.0984075,-59.4682574 13.0985114,-59.4683137 13.0986447,-59.4683271 13.0988014,-59.4683191 13.0992769)",residential,,Harrington Road,,,,,,,,,
"LINESTRING (-59.4710114 13.0986358,-59.4717003 13.0989437)",residential,,Claude Skeete Avenue,asphalt,,,,,,,,
"LINESTRING (-59.4715508 13.0994599,-59.4707934 13.099119)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4536645 13.0935454,-59.4541587 13.0935897,-59.4547761 13.0936361,-59.4553025 13.0936651)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4570632 13.0934714,-59.4560215 13.0934532,-59.4559271 13.0934365,-59.455867 13.093378,-59.4558413 13.0932944,-59.4558498 13.0931523,-59.4558964 13.0929541)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4540934 13.0942453,-59.4533604 13.0941767)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4575729 13.0935306,-59.4570605 13.0935288)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4570551 13.0938084,-59.4570605 13.0935288,-59.4570632 13.0934714,-59.4570739 13.0930429,-59.4570766 13.0929802,-59.4570814 13.0928264)",unclassified,,Ocean City,asphalt,60,,,,,,,
"LINESTRING (-59.455655 13.0939416,-59.45582 13.0939547,-59.4558481 13.0939703,-59.4558615 13.0940539,-59.4558259 13.0945228)",residential,,,,,,,,,,,
"LINESTRING (-59.4561405 13.0939468,-59.4561324 13.0942447,-59.4561481 13.0945421)",residential,,,,,,,,,,,
"LINESTRING (-59.4570927 13.0945007,-59.4570498 13.0942943,-59.4570417 13.0941428,-59.4570551 13.0938084)",unclassified,,Ocean City,asphalt,60,,,,,,,
"LINESTRING (-59.4567601 13.0945921,-59.4561481 13.0945421,-59.4558259 13.0945228,-59.4547952 13.0944609,-59.4547241 13.0944153,-59.4547147 13.0943509,-59.4547761 13.0936361)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4577042 13.0940043,-59.4577042 13.0942891,-59.457664 13.0944772,-59.4576051 13.0945767)",residential,,,,,,,,,,,
"LINESTRING (-59.465393 13.0931435,-59.4654295 13.0929408,-59.4654387 13.092746)",residential,,,,,,,,,,,
"LINESTRING (-59.4658401 13.0932159,-59.465393 13.0931435,-59.4651663 13.0931296,-59.4645488 13.0930474,-59.46448 13.0930309,-59.4644476 13.0930059,-59.4644304 13.092963,-59.4644625 13.0928414,-59.4644585 13.0928062,-59.4644206 13.092774,-59.4642141 13.0927347)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.4586048 13.0947989,-59.4587416 13.0936384,-59.4588196 13.0931407,-59.4589172 13.0927625,-59.4590231 13.09245,-59.4591302 13.0921832,-59.4591855 13.092016,-59.4592188 13.0918752,-59.4592574 13.0916571,-59.4592932 13.0914425,-59.4594155 13.0905237)",unclassified,,Ocean City,asphalt,60,,,,,,,
"LINESTRING (-59.4677163 13.0927427,-59.4676502 13.0931836)",residential,,,,,,,,,,,
"LINESTRING (-59.467111 13.0935492,-59.4658219 13.0934802)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4649953 13.0940335,-59.4650606 13.0937518)",residential,,,,,,,,,,,
"LINESTRING (-59.4672981 13.0920756,-59.4673621 13.0926242,-59.4673767 13.0926663,-59.4674128 13.0926998,-59.4677163 13.0927427,-59.4680077 13.0927839,-59.4680499 13.0928296,-59.4680848 13.0930961,-59.4681576 13.0931333,-59.4689397 13.0931842)",residential,,Pelican Drive,asphalt,,,,,,,,
"LINESTRING (-59.4697545 13.0932817,-59.4689189 13.0932416)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4657614 13.0942156,-59.4649953 13.0940335,-59.4644307 13.0938984,-59.4641303 13.0938482,-59.464016 13.0938395,-59.4638557 13.0938148,-59.4633149 13.093773,-59.4608173 13.0933467)",residential,,Harmony Lodge,asphalt,,,,,,,,
"LINESTRING (-59.4691322 13.0936003,-59.4688096 13.0935844)",residential,,,,,,,,,,,
"LINESTRING (-59.4666165 13.094247,-59.4665761 13.0945927,-59.4657112 13.0945217)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.4697839 13.0941437,-59.4686106 13.094209)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4733969 13.092345,-59.4733432 13.0924077,-59.4730512 13.0930695,-59.4727923 13.0936753)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4706987 13.0940759,-59.4706153 13.0945493)",residential,,3rd,,,,,,,,,
"LINESTRING (-59.4749342 13.0931517,-59.4753591 13.0936134)",unclassified,,Oldbury Close,,,,,,,,,
