WKT,highway,noname,name,maxspeed,ref,surface,source_1,oneway,service,lanes
"LINESTRING (-59.5550241 13.1581466,-59.5550122 13.158744,-59.5549992 13.1593913)",residential,yes,,,,,,,,
"LINESTRING (-59.5550122 13.158744,-59.5545621 13.1587283)",service,,,,,,,,driveway,
"LINESTRING (-59.5533422 13.1566864,-59.5532907 13.1566941,-59.5532382 13.1566801,-59.5531171 13.1566338,-59.5530375 13.1566308)",residential,yes,,,,,,,,
"LINESTRING (-59.5520035 13.1571921,-59.5513236 13.1567407,-59.5509037 13.1564003)",track,yes,,,,,,,,
"LINESTRING (-59.5530375 13.1566308,-59.5529667 13.1566738,-59.5525848 13.1570294,-59.5524081 13.1572115,-59.5522699 13.1573736)",residential,yes,,,,,,,,
"LINESTRING (-59.552811 13.1587964,-59.5526955 13.1581915,-59.5526845 13.1581399,-59.5526377 13.1579195,-59.5525855 13.1577279,-59.5525021 13.1575634,-59.5523956 13.1574596,-59.5522699 13.1573736,-59.5521028 13.1572731,-59.5520035 13.1571921,-59.551969 13.1569672,-59.551967 13.1566001,-59.551961 13.1559279,-59.5519446 13.1553106)",unclassified,,Cottage Link Road,,,,,,,
"LINESTRING (-59.5550354 13.1575852,-59.5540358 13.1575227,-59.5534934 13.1574889,-59.5531602 13.1574681,-59.5526663 13.1575029,-59.5525711 13.1575369,-59.5525021 13.1575634)",residential,yes,,,,,,,,
"LINESTRING (-59.5531504 13.1581642,-59.5526845 13.1581399)",service,,,,,,,,driveway,
"LINESTRING (-59.5508251 13.1582025,-59.551392 13.1582175,-59.5518242 13.1582076,-59.551957 13.1582271,-59.5520796 13.1582775,-59.5523613 13.1584752,-59.552811 13.1587964,-59.5529474 13.1588582,-59.5529906 13.1588713,-59.5531398 13.1589163,-59.5536362 13.1590211,-59.5540672 13.1590859,-59.5542902 13.1591249,-59.5548263 13.1593246,-59.5549992 13.1593913,-59.5559483 13.1597484)",secondary,,Highway 3B,60,H3B,,KG Ground Survey 2015,,,
"LINESTRING (-59.5529906 13.1588713,-59.5529942 13.1593962)",service,,,,,,,,driveway,
"LINESTRING (-59.5509037 13.1564003,-59.5507968 13.1563277,-59.5506651 13.1562995,-59.5489336 13.1563066)",residential,,Cottage Tenantry,,,,,,,
"LINESTRING (-59.5512461 13.1575913,-59.5511275 13.1575558,-59.5509929 13.1575713,-59.5508267 13.1575846)",service,,,,,,,,driveway,
"LINESTRING (-59.5508212 13.1581041,-59.5505984 13.1580776,-59.5504889 13.1580843,-59.5504341 13.1581221)",residential,,,,,,,,,
"LINESTRING (-59.5508549 13.1590564,-59.5508504 13.158841,-59.5508184 13.1587167,-59.5506747 13.1585914)",service,,,,,,,,driveway,
"LINESTRING (-59.5504341 13.1581221,-59.5504022 13.1582042,-59.5502563 13.1587305,-59.5502049 13.1587761)",residential,,,,,,,,,
"LINESTRING (-59.5502049 13.1587761,-59.5501034 13.1587816,-59.5499963 13.1587594,-59.5499256 13.1587217,-59.549905 13.1586661,-59.5498777 13.1584885)",residential,,,,,,,,,
"LINESTRING (-59.5504889 13.1580843,-59.5502414 13.1580754,-59.5499313 13.1580354,-59.5496576 13.1580399,-59.5494272 13.1580754,-59.5492585 13.1580776,-59.5490897 13.158031,-59.5487938 13.1579186)",residential,,,,,,,,,
"LINESTRING (-59.5489336 13.1563066,-59.5489386 13.1570783,-59.5489399 13.1572857,-59.5488798 13.1576869,-59.5487938 13.1579186,-59.5487682 13.1579877,-59.5487081 13.1582886,-59.5486824 13.1584558,-59.5485677 13.1589783,-59.5484996 13.1591467)",residential,yes,,,,,,,,
"LINESTRING (-59.5484626 13.1562976,-59.5484648 13.1567074)",service,,,,,,,,driveway,
"LINESTRING (-59.5489386 13.1570783,-59.5481341 13.1570627)",residential,,,,,,,,,
"LINESTRING (-59.5476498 13.1562092,-59.5473039 13.1574847)",service,,,,,,,,driveway,
"LINESTRING (-59.547717 13.1561933,-59.5476498 13.1562092,-59.5474681 13.1562521,-59.5472693 13.1563402,-59.5463284 13.1562192,-59.5462112 13.1562045)",residential,yes,,,,,,,,
"LINESTRING (-59.5466645 13.1568655,-59.5461864 13.1567376)",residential,yes,,,,,,,,
"LINESTRING (-59.5472693 13.1563402,-59.5469446 13.1575372,-59.5469004 13.1577159)",residential,yes,,,,,,,,
"LINESTRING (-59.5505516 13.1603289,-59.5504398 13.1603711,-59.5503258 13.16038,-59.5501046 13.1603112,-59.5499655 13.160229,-59.5497616 13.1600791)",service,,,,,,,,driveway,
"LINESTRING (-59.5485677 13.1589783,-59.5483918 13.158997,-59.5482584 13.1589659,-59.54819 13.1589426)",service,,,,,,,,,
"LINESTRING (-59.5538412 13.1654221,-59.5520093 13.1626389)",track,yes,,,,,,,,
"LINESTRING (-59.5454532 13.1681798,-59.5454953 13.1681413,-59.5455731 13.1680832,-59.5457509 13.1680137,-59.5460781 13.1679166,-59.5465344 13.1677258,-59.5466408 13.1676636,-59.5468686 13.1675305,-59.5470303 13.1674259,-59.5472044 13.1672809,-59.5474058 13.1670414,-59.5475195 13.1668573,-59.5476187 13.1666702,-59.5477464 13.1663521,-59.5478167 13.166014,-59.5478819 13.1657998,-59.5479552 13.1656795,-59.5480121 13.1656172,-59.5481422 13.1655179,-59.548466 13.1652918,-59.5493052 13.164691,-59.5501342 13.1641001,-59.5509405 13.163473,-59.5517751 13.1628344,-59.5520093 13.1626389,-59.552543 13.1621628,-59.5533407 13.1613994,-59.5539708 13.1608156,-59.5543355 13.1606062,-59.5559483 13.1597484)",tertiary,,Highway 3C,60,H3C,,KG Ground Survey 2015,,,
"LINESTRING (-59.5487536 13.1667486,-59.5480121 13.1656172,-59.5478375 13.1653465)",residential,,Brathwaite,40,,,,,,
"LINESTRING (-59.5476187 13.1666702,-59.5472184 13.1661256,-59.5467053 13.1654727,-59.5466163 13.1653395)",residential,,,,,,,,,
"LINESTRING (-59.5466408 13.1676636,-59.5465456 13.1675669,-59.5464156 13.1672937,-59.5461077 13.1666741,-59.5459618 13.1662367)",residential,,,,,,,,,
"LINESTRING (-59.556882 13.1672202,-59.5565335 13.1672546,-59.5559337 13.1675055,-59.5553188 13.1678039)",track,,,,,,,,,
"LINESTRING (-59.5559114 13.1684681,-59.5558755 13.1684926,-59.5556607 13.1685075,-59.5553095 13.1685371,-59.5550513 13.1685577,-59.5547405 13.1685715,-59.554483 13.1685955,-59.554284 13.1686695,-59.5538983 13.1688271,-59.5536009 13.168952,-59.5533092 13.1690038,-59.5530448 13.1690172,-59.5528626 13.1690173,-59.5526738 13.1690257,-59.5524678 13.1690257,-59.5523872 13.1690012,-59.5523208 13.1689461,-59.5522542 13.1688691,-59.5521984 13.1688044,-59.5519129 13.1684385,-59.5517303 13.1681958)",residential,yes,,,,,,,,
"LINESTRING (-59.5522542 13.1688691,-59.5522014 13.1689645,-59.5521261 13.1690245,-59.5520566 13.1690367,-59.5516529 13.1689934)",service,,,,,,,,,
"LINESTRING (-59.5482856 13.1778928,-59.5482947 13.1777498,-59.5482484 13.1775012,-59.5482005 13.17728,-59.5481983 13.1772471,-59.5481927 13.1771644,-59.5481983 13.177047,-59.5482132 13.1769047,-59.548281 13.1766426,-59.5483342 13.1764841,-59.5483544 13.1764237,-59.5484522 13.1761331,-59.5485822 13.1757689,-59.5488097 13.1750316,-59.5489757 13.1744846,-59.5490277 13.1743103,-59.5491187 13.1740593,-59.5492686 13.1737123,-59.5495219 13.1732107,-59.5498002 13.1726775,-59.5498586 13.1724899,-59.5498765 13.1724326,-59.5498987 13.1722102,-59.5499171 13.1718367,-59.5499472 13.1713964,-59.5500171 13.171053,-59.550043 13.1709257,-59.550108 13.1707236,-59.5501871 13.1704742,-59.5503133 13.1701395,-59.5504553 13.1698239,-59.5506405 13.1694056,-59.5508205 13.1690321,-59.5509028 13.1689082,-59.5510089 13.1687749,-59.551217 13.1685741,-59.5517303 13.1681958,-59.5520109 13.1680489,-59.5522313 13.1679133,-59.5524301 13.1677759,-59.5525369 13.167669,-59.5526179 13.1675502,-59.5526738 13.1673581,-59.5527204 13.1671263,-59.5527821 13.1668074,-59.5528456 13.1665333,-59.5529178 13.166351,-59.5530269 13.1661923,-59.553131 13.1660657,-59.5532648 13.1659338,-59.5535381 13.1656804,-59.5538412 13.1654221,-59.5540741 13.1652507,-59.5546682 13.1648476,-59.5550434 13.1645001,-59.5553988 13.1641487,-59.5554949 13.1640481,-59.5556 13.1638976)",primary,,Highway 3,,H3,,,,,
"LINESTRING (-59.549058 13.1679825,-59.5486653 13.1675193,-59.5486062 13.1674947)",residential,,Butcher,40,,,,,,
"LINESTRING (-59.5486062 13.1674947,-59.5485404 13.1675046,-59.5482833 13.1677213,-59.5482102 13.1677222)",residential,,Butcher,40,,,,,,
"LINESTRING (-59.5482102 13.1677222,-59.5481459 13.1676855,-59.5475195 13.1668573)",residential,,Butcher,40,,,,,,
"LINESTRING (-59.5498586 13.1724899,-59.5495572 13.1724551,-59.5490007 13.1723552)",service,,,,,,,,,
"LINESTRING (-59.5577463 13.1771489,-59.5575919 13.176706,-59.5575146 13.1764469,-59.5574288 13.1762045,-59.5574202 13.1760959,-59.5574631 13.1759705,-59.5575232 13.175887,-59.557863 13.1754372,-59.5580016 13.175239,-59.558046 13.1751614,-59.5581382 13.1749832,-59.5581927 13.1747337,-59.5582442 13.1745331,-59.5582971 13.1742311,-59.5585573 13.1727445,-59.5586991 13.171934,-59.5587849 13.1712487,-59.5587763 13.1710565,-59.5587506 13.170881,-59.5586819 13.1707139,-59.5585761 13.1704987,-59.5584434 13.1703079,-59.5582356 13.1700035,-59.5580908 13.1697817,-59.5578751 13.1696274,-59.5578013 13.1695866,-59.5576119 13.1694818,-59.5573377 13.1693351,-59.5572097 13.1692621,-59.556975 13.1690953,-59.5568827 13.1690298,-59.5568067 13.1689427,-59.5567421 13.168775,-59.5567311 13.1687044,-59.5567335 13.1685995,-59.5567847 13.1683202,-59.5567976 13.1682499,-59.5568279 13.1680857)",residential,,Fisherpond Tenantry,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.5582971 13.1742311,-59.5589042 13.1743485,-59.5589977 13.1743952,-59.5590206 13.1744862,-59.5590092 13.1753478,-59.5590525 13.1754211)",track,,,,,,,,,
"LINESTRING (-59.558563 13.1776373,-59.5583967 13.1776164,-59.558335 13.1775172,-59.558268 13.1773579,-59.5581996 13.1772651,-59.5581272 13.1772416,-59.557774 13.1772229)",service,,,,,,,,,
"LINESTRING (-59.5580016 13.175239,-59.5572873 13.1751502,-59.5563431 13.1750258,-59.5551115 13.1748304,-59.554368 13.1747815,-59.5531501 13.174706,-59.5515902 13.1747771,-59.5505 13.174857)",track,,,,,,,,,
"LINESTRING (-59.5498765 13.1724326,-59.5502276 13.1725107,-59.5507597 13.1725441,-59.5523476 13.172728,-59.5537724 13.1728951,-59.5543732 13.172962,-59.5544419 13.172962,-59.5545019 13.1729285)",track,yes,,,,,,,,
"LINESTRING (-59.5577859 13.1772551,-59.5574137 13.1772361,-59.5570006 13.1771812,-59.5566627 13.1770872,-59.556204 13.1770663,-59.5558527 13.1770585,-59.5546886 13.1769958)",track,,,,,,,,,
"LINESTRING (-59.5488097 13.1750316,-59.548493 13.1749998,-59.547336 13.1749563,-59.5463586 13.1749695,-59.5455351 13.1749831,-59.544449 13.1751182,-59.5443302 13.1751196,-59.5442405 13.1751058)",unclassified,,Gutter Road,,,,,,,
"LINESTRING (-59.5499469 13.1760169,-59.5489674 13.1762283,-59.5487448 13.1762205,-59.5486673 13.1762036,-59.5486134 13.1761918,-59.5484522 13.1761331)",service,,,,,,,,,
"LINESTRING (-59.5499572 13.1756982,-59.5499469 13.1760169,-59.5499357 13.1763641,-59.5499277 13.1764712,-59.5498847 13.1765313,-59.5497989 13.1765652,-59.5491337 13.1766906,-59.5490211 13.1766671,-59.5488548 13.1766305,-59.5485567 13.1765467,-59.5483342 13.1764841)",service,,,,,,,,,
"LINESTRING (-59.5485567 13.1765467,-59.5486673 13.1762036,-59.5486992 13.1760925,-59.5487394 13.175706)",service,,,,,,,,,
"LINESTRING (-59.5509026 13.177539,-59.5505513 13.1775599,-59.5504037 13.1775756,-59.5503675 13.1776069,-59.5503555 13.1776539,-59.5503528 13.1777506,-59.5503421 13.1778524,-59.5503266 13.1778779,-59.550301 13.1778954)",residential,,,,,,,,,
"LINESTRING (-59.5492671 13.1772256,-59.5494618 13.1771712,-59.5499843 13.1770281)",residential,yes,,,,,,,,
"LINESTRING (-59.5492671 13.1772256,-59.5490936 13.1772203,-59.5488056 13.1772012,-59.5484068 13.1771555,-59.5481927 13.1771644)",residential,yes,,,,,,,,
"LINESTRING (-59.550301 13.1778954,-59.5497912 13.1779118,-59.549647 13.1779296,-59.549159 13.1779431,-59.5490731 13.1779383,-59.5488585 13.1779341,-59.5488038 13.1779559)",residential,yes,,,,,,,,
"LINESTRING (-59.549159 13.1779431,-59.5491691 13.1781818,-59.5491485 13.1782079)",residential,yes,,,,,,,,
"LINESTRING (-59.5471655 13.1780427,-59.5475472 13.1780332,-59.5475814 13.1780152,-59.5475987 13.1779773,-59.547611 13.1777632)",residential,yes,,,,,,,,
"LINESTRING (-59.5481983 13.1772471,-59.5476102 13.177321,-59.547106 13.1773732,-59.5466661 13.1773993,-59.5462396 13.1774228)",track,,,,,,,,,
"LINESTRING (-59.5524672 13.1822817,-59.5525954 13.1811765,-59.5526099 13.1810516,-59.5528593 13.1791373)",track,,,,,,,,,
"LINESTRING (-59.5560769 13.1821585,-59.5560096 13.1821083,-59.5559264 13.1820798,-59.5558194 13.1821084,-59.5557032 13.1821079,-59.5555893 13.1820784,-59.555435 13.1820245,-59.5553256 13.1820365,-59.5552392 13.1820865,-59.5550812 13.1821953,-59.5549232 13.1823032,-59.5548549 13.1823329,-59.5547921 13.182345,-59.5545631 13.1823497,-59.5538603 13.1823476,-59.5531978 13.1823178,-59.5524672 13.1822817,-59.5520145 13.1822567,-59.5516652 13.1822374,-59.5511606 13.1822203,-59.5509053 13.1821772,-59.5507181 13.1821146)",residential,,Airy Hill Tenantry,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.5525954 13.1811765,-59.5507548 13.1809897)",track,,,,,,,,,
"LINESTRING (-59.5520145 13.1822567,-59.5519232 13.1835012)",service,,,,,,,,,
"LINESTRING (-59.5494523 13.1790633,-59.5495766 13.1786321,-59.5496428 13.1781888,-59.549647 13.1779296,-59.5496109 13.1776689,-59.5495801 13.1775402,-59.5495159 13.1774453,-59.5493614 13.1773143,-59.5492671 13.1772256)",residential,yes,,,,,,,,
"LINESTRING (-59.5491485 13.1782079,-59.549101 13.1782242,-59.54877 13.1783152)",residential,yes,,,,,,,,
"LINESTRING (-59.5488038 13.1779559,-59.5487849 13.1779948,-59.54877 13.1783152,-59.548695 13.1783701,-59.548533 13.1784443)",residential,yes,,,,,,,,
"LINESTRING (-59.550782 13.1803982,-59.5507421 13.1802706,-59.5504653 13.1799482,-59.5503194 13.1797644,-59.5501418 13.1794637,-59.5500293 13.1793204,-59.5499491 13.1792643,-59.5496997 13.1791545,-59.5494523 13.1790633,-59.549195 13.1789391,-59.548704 13.1786904,-59.5486306 13.1786348,-59.5485877 13.1785709,-59.548533 13.1784443,-59.5484217 13.1781957,-59.5482856 13.1778928)",residential,,Braggs Hill,,,,,,,
"LINESTRING (-59.5514257 13.1798294,-59.5508267 13.1797877)",service,,,,,,,,,
"LINESTRING (-59.5507181 13.1821146,-59.5507195 13.1820552,-59.5507127 13.1819598,-59.5507188 13.1818418,-59.5507271 13.1816448,-59.5507548 13.1809897,-59.5507765 13.1804764,-59.550782 13.1803982,-59.5508267 13.1797877,-59.5508928 13.1789812)",residential,,Airy Hill Tenantry,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.5478433 13.1787637,-59.5477874 13.1785682,-59.5477416 13.1783668,-59.5476816 13.1782472,-59.5475974 13.1781452)",residential,yes,,,,,,,,
"LINESTRING (-59.547719 13.1791123,-59.5474961 13.178761,-59.5473443 13.1784265)",residential,yes,,,,,,,,
"LINESTRING (-59.5473443 13.1784265,-59.5471614 13.1781369,-59.5471423 13.1780819,-59.5471486 13.1780602,-59.5471655 13.1780427)",residential,yes,,,,,,,,
"LINESTRING (-59.5507271 13.1816448,-59.5499129 13.1816235)",service,,,,,,,,,
"LINESTRING (-59.5471385 13.1808743,-59.5451663 13.1810006)",residential,,,,,,,,,
"LINESTRING (-59.546815 13.1819748,-59.5466148 13.1824428,-59.5466605 13.1826099)",service,yes,,,,,,,,
"LINESTRING (-59.5455501 13.1549058,-59.545122 13.1548951)",residential,,,,,,,,,
"LINESTRING (-59.5456354 13.1555473,-59.5455152 13.1555389,-59.5450174 13.1555055)",residential,yes,,,,,,,,
"LINESTRING (-59.5437717 13.1544216,-59.5437621 13.1555826,-59.5437556 13.1556313,-59.5437317 13.1556757,-59.5436014 13.1558047,-59.5432733 13.1561516)",residential,,,,,,,,,
"LINESTRING (-59.5421648 13.15512,-59.5421964 13.1570999)",residential,,,,,,,,,
"LINESTRING (-59.5410385 13.1564779,-59.5404857 13.1564716)",service,,,,,,,,driveway,
"LINESTRING (-59.5412903 13.1577642,-59.5412861 13.1580624)",service,,,,,,,,driveway,
"LINESTRING (-59.5406648 13.1577532,-59.5406648 13.1580222)",service,,,,,,,,driveway,
"LINESTRING (-59.545042 13.1625631,-59.5447766 13.1626003,-59.5446246 13.1625792,-59.5444377 13.1624692,-59.5441727 13.1621984,-59.544069 13.1620542,-59.5439902 13.1619446,-59.5438859 13.1616357,-59.5437386 13.1611352,-59.5434688 13.1602184,-59.5434571 13.1601463,-59.5434428 13.1600577,-59.5434775 13.1597658,-59.5435818 13.1591354,-59.5435918 13.1590086,-59.5435992 13.1589154,-59.543534 13.1586023)",track,,,,,,,,,
"LINESTRING (-59.544202 13.1646236,-59.5437418 13.163473)",residential,yes,,,,,,,,
"LINESTRING (-59.5437386 13.1611352,-59.5404362 13.1623169)",track,,,,,,,,,
"LINESTRING (-59.544069 13.1620542,-59.5412182 13.1630465,-59.5406117 13.1632577)",track,,,,,,,,,
"LINESTRING (-59.5429513 13.1644073,-59.5428431 13.1642287,-59.5427294 13.1640408)",service,,,,,,,,driveway,
"LINESTRING (-59.5428431 13.1642287,-59.5424408 13.164438)",service,,,,,,,,driveway,
"LINESTRING (-59.5412182 13.1630465,-59.5415745 13.1642122)",track,,,,,,,,,
"LINESTRING (-59.5450544 13.1641184,-59.5445824 13.1644241,-59.544202 13.1646236)",residential,yes,,,,,,,,
"LINESTRING (-59.544202 13.1646236,-59.5442312 13.1647718,-59.5442199 13.1648039,-59.5441932 13.1648288,-59.5432476 13.1651806,-59.5431251 13.1652281,-59.5430576 13.1652334,-59.5430121 13.1652281,-59.5429176 13.1652059,-59.5428254 13.1652044,-59.542724 13.1652391,-59.5420567 13.1654985,-59.5419541 13.1655306,-59.5418313 13.1655213)",residential,yes,,,,,,,,
"LINESTRING (-59.5418313 13.1655213,-59.5417152 13.1654872,-59.5415855 13.1654244,-59.5410092 13.1649675)",residential,yes,,,,,,,,
"LINESTRING (-59.5410348 13.165878,-59.5410058 13.1658377,-59.5405922 13.1655834)",residential,yes,,,,,,,,
"LINESTRING (-59.5406221 13.1662547,-59.5407908 13.1661577,-59.5409582 13.1659889,-59.5410167 13.1659335,-59.5410348 13.165878)",residential,yes,,,,,,,,
"LINESTRING (-59.5451334 13.170242,-59.5452232 13.1701687,-59.5452841 13.1700716,-59.5453077 13.1698472,-59.5453341 13.16941,-59.5454053 13.1683788,-59.5454258 13.1682275,-59.5454532 13.1681798)",tertiary,,Highway 3C,60,H3C,,KG Ground Survey 2015,,,
"LINESTRING (-59.5409278 13.1676147,-59.5408641 13.1674412,-59.5407914 13.1672974,-59.5407588 13.1672603)",service,,,,,,,,driveway,
"LINESTRING (-59.5419047 13.1701618,-59.5417558 13.169939,-59.5417043 13.1697217,-59.5417387 13.1693122,-59.541773 13.1686854,-59.5417902 13.1682842,-59.5417558 13.1678831,-59.5416434 13.1675785)",residential,yes,,,,,,,,
"LINESTRING (-59.5419047 13.1701618,-59.5419818 13.1701128,-59.5420575 13.1700924,-59.5421737 13.170088,-59.5428197 13.1701457,-59.5435138 13.1701907,-59.5441217 13.170233,-59.5449673 13.1702752,-59.5451334 13.170242)",tertiary,,Highway 3C,60,H3C,,KG Ground Survey 2015,,,
"LINESTRING (-59.5414286 13.1731802,-59.5415061 13.1730847,-59.5415325 13.1730138,-59.5415835 13.1726396,-59.5416972 13.171841,-59.5417793 13.1710322,-59.5418048 13.1708099,-59.5418687 13.1702595,-59.5419047 13.1701618)",tertiary,,Highway 3C,60,H3C,,KG Ground Survey 2015,,,
"LINESTRING (-59.5455351 13.1749831,-59.5455104 13.1748906,-59.5454713 13.1748166,-59.5454235 13.1747785,-59.5453518 13.1747531,-59.5452627 13.1747489,-59.5451345 13.1747743,-59.5450237 13.1747848)",service,,,,,,,,,
"LINESTRING (-59.5403706 13.1734257,-59.5404264 13.1733639,-59.5405512 13.1733067,-59.5411719 13.1732321,-59.5414286 13.1731802)",tertiary,,Highway 3C,60,H3C,,KG Ground Survey 2015,,,
"LINESTRING (-59.5442405 13.1751058,-59.5441542 13.175054,-59.544069 13.1749716,-59.543949 13.174821,-59.5438243 13.174673,-59.5436718 13.1745248,-59.5433613 13.174265,-59.5430262 13.1740004,-59.5428544 13.1737745,-59.5425111 13.1731646,-59.5423692 13.1730122,-59.5422773 13.1729747,-59.542155 13.1729915,-59.5419299 13.1730561,-59.5417415 13.1731226,-59.5414286 13.1731802)",unclassified,,Gutter Road,,,,,,,
"LINESTRING (-59.5455377 13.179934,-59.5454145 13.1798844,-59.5453786 13.1797752,-59.54541 13.1788541)",service,,,,,,,,,
"LINESTRING (-59.5466148 13.1824428,-59.5464201 13.1824177,-59.5457512 13.182329,-59.5453473 13.1822339,-59.545105 13.1821582)",residential,yes,,,,,,,,
"LINESTRING (-59.5455042 13.1826315,-59.5450909 13.1826339)",service,,,,,,,,,
"LINESTRING (-59.5421435 13.1839347,-59.5421249 13.183795,-59.5411808 13.1820317,-59.5406229 13.1806946,-59.5400135 13.1792322,-59.5398847 13.1791235,-59.5398418 13.1790149,-59.539859 13.1789397,-59.5399792 13.1788477,-59.5402881 13.178689)",track,yes,,,,,,,,
"LINESTRING (-59.5381826 13.1844846,-59.538233 13.1839541,-59.5385223 13.182649)",residential,yes,,,,,,,,
"LINESTRING (-59.54424 13.1843482,-59.5441971 13.1841058,-59.5442143 13.1839888,-59.5450975 13.1830551)",service,yes,,,,unpaved,,,,
"LINESTRING (-59.587626 13.1634234,-59.5879075 13.1639732,-59.588001 13.1640887,-59.5880877 13.1641353,-59.5882268 13.1641442,-59.5888198 13.164193)",service,,,,,,,,,
"LINESTRING (-59.5964449 13.1621617,-59.596483 13.1623293,-59.5964778 13.1623873,-59.59646 13.1624428,-59.5964169 13.162513,-59.596255 13.1626178,-59.5960683 13.1627149,-59.5959609 13.1627729,-59.5958479 13.1628214,-59.5956025 13.162929,-59.5954541 13.1630022,-59.5954139 13.1630283)",residential,yes,,,,,,,,
"LINESTRING (-59.5890997 13.1645461,-59.5878454 13.164444,-59.5874987 13.1644262,-59.5873163 13.1644418,-59.5871885 13.1645373,-59.5870175 13.1646239,-59.5868323 13.1646614)",service,,,,,,,,,
"LINESTRING (-59.5968786 13.1630084,-59.5968985 13.16298,-59.5970502 13.1629092,-59.5970817 13.1628819)",residential,,White Hall Road,40,,,,,,
