WKT,highway,noname,name,surface,maxspeed,ref,lanes,oneway,service,bridge,layer
"LINESTRING (-7013800.60215086 -2907027.72596376,-7013782.85941943 -2907044.39896961,-7013770.71463955 -2907051.87859931,-7013749.71900397 -2907051.02287686,-7013739.06891719 -2907051.99243426,-7013723.62019884 -2907064.96091746,-7013714.30320109 -2907067.95717619,-7013664.03218585 -2907088.5380009,-7013653.13765722 -2907095.40304154,-7013644.67022686 -2907106.38307599,-7013640.60650759 -2907119.36140923,-7013629.85744109 -2907134.84229986,-7013608.88468298 -2907160.6128094,-7013589.22475878 -2907176.65016871,-7013577.70472758 -2907186.89235692,-7013567.82747403 -2907206.385803,-7013537.36276629 -2907231.59785215,-7013522.75832213 -2907245.63084383,-7013501.16220729 -2907253.60577083,-7013491.32118813 -2907259.16385324,-7013440.86743977 -2907308.98555921,-7013432.83992145 -2907327.86342239,-7013415.12682247 -2907375.16225215,-7013406.36527929 -2907394.29212916,-7013350.16237591 -2907452.10402812,-7013326.43278739 -2907471.44795311,-7013307.1537958 -2907483.80061581,-7013287.56932634 -2907487.24372508,-7013275.34418426 -2907491.44386238,-7013261.16054591 -2907506.70705011,-7013219.29282304 -2907580.06430254,-7013190.93267791 -2907613.01052358,-7013186.68313908 -2907622.93030644,-7013186.84267805 -2907644.16889083,-7013192.77286007 -2907662.33673055,-7013203.31315906 -2907663.62326453,-7013215.35444344 -2907655.66733637,-7013228.72908513 -2907640.43611639,-7013241.88070019 -2907617.35540971,-7013262.56247334 -2907585.11677239,-7013275.6871197 -2907570.79255331,-7013288.47523579 -2907564.20200835,-7013309.90919709 -2907557.39267491,-7013334.9774489 -2907555.59763633,-7013364.5891208 -2907558.25820164,-7013454.02378045 -2907573.96046788)",track,,,,,,,,,,
"LINESTRING (-7013148.60004474 -2906395.23796504,-7013131.69394231 -2906403.06137034,-7013121.99148649 -2906415.51369766,-7013108.28857956 -2906427.20541666,-7013082.22309971 -2906438.83405407,-7013054.5036908 -2906442.4682459,-7012930.72413645 -2906430.33035748,-7012884.27922652 -2906420.03113479,-7012843.68188581 -2906397.00348108,-7012790.29889794 -2906361.73841506,-7012753.41344518 -2906341.72708836,-7012737.97886219 -2906335.77988485,-7012727.79274687 -2906326.40650462,-7012721.24537741 -2906308.8420166,-7012710.75175575 -2906283.59918219)",track,,,,,,,,,,
"LINESTRING (-7012906.27252973 -2905996.98099245,-7012905.94707585 -2906019.12636376,-7012914.80187445 -2906043.43422288,-7012926.77462399 -2906078.43650823,-7012938.26330249 -2906112.0241009,-7012946.41279681 -2906129.59280964,-7012955.16837241 -2906141.03927101,-7012963.41513545 -2906149.47781686,-7013006.96761655 -2906181.14037114,-7013052.89127429 -2906207.16256323,-7013098.88834275 -2906224.04243044,-7013123.68021483 -2906235.35692875,-7013138.2323576 -2906249.65745489,-7013147.00819339 -2906264.32133643,-7013152.26908253 -2906281.28181811,-7013153.6865785 -2906297.94117358,-7013152.6808874 -2906313.83173872,-7013145.10878327 -2906373.27480298,-7013146.33156053 -2906387.84486923,-7013148.60004474 -2906395.23796504,-7013150.93860463 -2906402.8944626,-7013175.43534781 -2906458.7893148,-7013194.53029586 -2906503.68626844)",track,,,,,,,,,,
"LINESTRING (-7012955.16837241 -2906141.03927101,-7012921.5260561 -2906132.9115696,-7012900.10247791 -2906130.62495705,-7012883.06138832 -2906126.29796131,-7012870.86416912 -2906114.14558433,-7012856.61647854 -2906088.22146784,-7012845.26101264 -2906059.70149531,-7012835.66883899 -2906044.23068188)",track,,,,,,,,,,
"LINESTRING (-7012906.27252973 -2905996.98099245,-7012835.66883899 -2906044.23068188,-7012767.02883317 -2906081.25620821,-7012743.05805108 -2906112.45344757,-7012736.29426159 -2906156.70878436,-7012732.31603392 -2906249.57502412,-7012710.75175575 -2906283.59918219,-7012582.3011803 -2906335.80061666,-7012498.49420414 -2906392.44978778,-7012451.41794067 -2906493.16430252,-7012434.82437852 -2906583.42121703,-7012393.71252987 -2906656.314876,-7012318.70517803 -2906693.4268062,-7012222.4765694 -2906698.65611153,-7012143.69410057 -2906643.2547684,-7012039.29364692 -2906506.97681728,-7011978.5135193 -2906464.97839851,-7011928.02900589 -2906480.27671587,-7011850.62151714 -2906525.4414811,-7011800.1974197 -2906549.97805331,-7011747.46669322 -2906545.7221265,-7011707.89784273 -2906542.52716532)",track,,,,,,,,,,
"LINESTRING (-7012228.76813729 -2909485.56487047,-7012272.99489056 -2909477.81499793,-7012307.37245593 -2909462.83222689,-7012320.04035978 -2909408.76099077,-7012323.69711947 -2909385.33367273,-7012334.29837026 -2909324.74498904,-7012320.68643137 -2909306.32186406,-7012294.81381711 -2909259.73246378,-7012272.68407087 -2909198.98622125,-7012265.70956156 -2909155.61986794,-7012257.75799712 -2909144.63588341,-7012251.86417252 -2909136.45604622,-7012209.08758924 -2909123.98117852,-7012151.7546613 -2909125.61903983,-7012116.774377 -2909112.31556943,-7012114.59824676 -2909094.23722012,-7012119.64155178 -2909052.04223329,-7012121.65960263 -2909035.29533847,-7012134.00778346 -2908995.1086401,-7012120.43927329 -2908966.57093477,-7012105.41896837 -2908952.57395217,-7012032.04886855 -2908898.60361159,-7012011.99665227 -2908873.56537655,-7012016.70144824 -2908838.75398474,-7011998.20100498 -2908762.12648935,-7011974.63303279 -2908726.79933329,-7011968.73600244 -2908705.85183286,-7011963.55607767 -2908675.70728828,-7011976.42578625 -2908657.24594962,-7011984.30660473 -2908639.22481907,-7011997.92618398 -2908619.21248994,-7012001.91998899 -2908589.75660685,-7011991.79714765 -2908563.87541844,-7011949.78912862 -2908515.72684848,-7011947.71703447 -2908494.73870101,-7011985.87687661 -2908277.34283619,-7011971.60309565 -2908153.29688585,-7011994.03445749 -2907979.60704491,-7012006.21375179 -2907921.79876165,-7012010.57147952 -2907889.67076481,-7012027.97399132 -2907865.81116962,-7012044.38096337 -2907861.4482939,-7012057.0139667 -2907864.76672762,-7012069.25764747 -2907866.94601965,-7012082.25740612 -2907867.5927217,-7012099.20118138 -2907834.95965259,-7012093.9370759 -2907793.34571245,-7012068.58234104 -2907722.90994707,-7012035.9300793 -2907649.84869302,-7012041.42572405 -2907617.30857116,-7012099.13833189 -2907513.22367118,-7012099.22113331 -2907472.33872784,-7012087.8208137 -2907431.55957238,-7012071.25809259 -2907413.00288454,-7012010.69629141 -2907389.1141678,-7011951.39145438 -2907327.77729979,-7011887.89477074 -2907216.80146387,-7011848.44224734 -2907101.40450508,-7011845.10478288 -2907061.69533398,-7011863.57922147 -2907029.80707546,-7011887.15157327 -2906960.42268644,-7011883.03959007 -2906922.25217544,-7011836.39680744 -2906714.84287142,-7011825.24729845 -2906656.09618855,-7011800.86789077 -2906614.68714397,-7011780.39610654 -2906584.70556238,-7011747.46669322 -2906545.7221265)",track,yes,,,,,,,,,
"LINESTRING (-7026211.71675362 -2904217.3726455,-7026156.49890969 -2904195.50209971)",track,yes,,,,,,,,,
"LINESTRING (-7025575.00327634 -2902777.64586423,-7025425.25631859 -2902640.18979573,-7025381.19696664 -2902615.10666712,-7025347.38499298 -2902587.00887075,-7025325.31752527 -2902559.33024298)",track,,,,,,,,,,
"LINESTRING (-7025148.61413901 -2900943.23800715,-7025107.69141074 -2901026.07166147,-7025071.83906447 -2901060.99439657,-7025046.73938723 -2901095.95520966,-7025034.47909906 -2901147.96760079)",track,,,,,,,,,,
"LINESTRING (-7025285.54393832 -2900463.9006117,-7025239.1771514 -2900496.73271617,-7025191.00382707 -2900566.1270293,-7025180.43634663 -2900621.13853929,-7025177.86815123 -2900732.31117265,-7025160.46693298 -2900822.61306026,-7025162.6490054 -2900910.48493009,-7025148.61413901 -2900943.23800715,-7025124.83711987 -2900963.24075907,-7025045.97222493 -2900983.98166,-7025026.92769431 -2900973.9027553,-7025009.97655799 -2900946.43956488,-7024958.34631892 -2900841.27830916,-7024918.52413748 -2900806.66057043,-7024901.91033307 -2900761.36977984,-7024926.7843381 -2900680.30267754,-7024970.66388 -2900645.30606965,-7025027.09982007 -2900610.81538697,-7025035.87004413 -2900583.10613071,-7025015.6495765 -2900530.45876374,-7024995.12440834 -2900497.25414404)",track,,,,,,,,,,
"LINESTRING (-7025363.60351809 -2900493.03269258,-7025335.60377029 -2900491.49289475,-7025302.76171706 -2900482.61149063,-7025285.54393832 -2900463.9006117,-7025272.80355125 -2900450.06504329,-7025271.14708896 -2900403.87439654,-7025253.6916005 -2900370.39220096,-7025221.61143 -2900349.41955809,-7025162.09717197 -2900314.18444943,-7024957.05681935 -2900294.84495816,-7024851.87035029 -2900290.18905307,-7024781.65655136 -2900287.07510002)",track,yes,,,,,,,,,
"LINESTRING (-7024851.87035029 -2900290.18905307,-7024860.65797489 -2900191.21299995,-7024869.25546894 -2900154.24376651,-7024898.5102938 -2900154.77312782,-7024930.48505296 -2900163.2313496,-7024952.5230325 -2900186.12145226,-7024959.96852014 -2900202.68662914,-7024962.88611489 -2900234.96635956,-7024957.05681935 -2900294.84495816)",track,,,,,,,,,,
"LINESTRING (-7025462.36795377 -2900051.45007503,-7025464.10691744 -2900009.49767286,-7025478.69504555 -2899969.01956595,-7025473.71287485 -2899948.18863599,-7025409.95184604 -2899820.33561434,-7025372.72652404 -2899713.41247812,-7025373.6020651 -2899647.04856054,-7025358.77299897 -2899545.83725597,-7025342.59054815 -2899457.97179114,-7025353.61031352 -2899394.54848238)",track,,,,,,,,,,
"LINESTRING (-7024769.82971978 -2901362.44570593,-7024786.65674848 -2901308.2656672,-7024802.76079251 -2901255.07494281,-7024803.64295576 -2901217.97008973,-7024781.8121633 -2901064.54806811,-7024773.7359431 -2901031.00338351,-7024760.44663325 -2901004.45970812,-7024726.86388893 -2900970.38698178,-7024708.95169778 -2900942.51570219,-7024708.91355751 -2900909.45118735,-7024718.42553872 -2900792.64279339,-7024755.21318774 -2900540.90717985)",track,yes,,,,,,,,,
"LINESTRING (-7024865.15451488 -2897282.06988465,-7024907.20692592 -2897442.0894826,-7024926.49250801 -2897553.03742747,-7024929.8009967 -2897653.41010946,-7024922.75532171 -2897711.14567896,-7024921.80573745 -2897750.6880968,-7024925.14305335 -2897782.29069597,-7024934.93014594 -2897817.03737977,-7024948.38656805 -2897841.40343069,-7024956.44075341 -2897861.70838966,-7024955.63513356 -2897869.51659616,-7024951.33532639 -2897874.20999418,-7024945.31566499 -2897876.28729837,-7024936.86668751 -2897873.56557955,-7024925.59545118 -2897862.68283712,-7024910.45245417 -2897837.31466395,-7024886.14372749 -2897787.70479988,-7024874.78827977 -2897747.5742141,-7024869.54690694 -2897689.24458756,-7024871.24323679 -2897636.29761972,-7024866.47782581 -2897569.20344146,-7024855.02566155 -2897528.03638484,-7024840.32314744 -2897499.28653059,-7024817.57329136 -2897470.61900785,-7024747.96979173 -2897375.9496828,-7024735.80002213 -2897370.21282099,-7024728.86197718 -2897368.04006988)",track,,,,,,,,,,
"LINESTRING (-7023869.0159758 -2897398.93100951,-7024340.44180256 -2897858.79391529)",track,yes,,,,,,,,,
"LINESTRING (-7024024.19629036 -2897286.38970196,-7024115.0798046 -2897264.1541516,-7024151.43151786 -2897304.89011962,-7024193.30703413 -2897331.66420676,-7024299.83813022 -2897286.31486106,-7024351.09697378 -2897322.03018131)",track,yes,,,,,,,,,
"LINESTRING (-7024024.19629036 -2897286.38970196,-7023978.38809764 -2897326.80530647,-7023904.22964106 -2897371.30704199,-7023869.0159758 -2897398.93100951)",track,yes,,,,,,,,,
"LINESTRING (-7024491.86892886 -2896929.19953232,-7024430.84502562 -2896884.49149377,-7024310.85125637 -2896769.90642959)",track,yes,,,,,,,,,
"LINESTRING (-7023825.92712308 -2897129.72567833,-7024214.4752298 -2897004.17992265)",track,yes,,,,,,,,,
"LINESTRING (-7023529.3800611 -2896902.18412857,-7023969.06143928 -2896575.11385704)",track,yes,,,,,,,,,
"LINESTRING (-7023828.56141045 -2896441.49370604,-7023386.20786946 -2896755.73015788)",track,yes,,,,,,,,,
"LINESTRING (-7023385.7256708 -2897515.33117589,-7023924.70065076 -2897312.13240455,-7023989.0078858 -2897259.0159668)",track,yes,,,,,,,,,
"LINESTRING (-7023256.25438699 -2897288.54884079,-7023719.37432277 -2897054.82147108)",track,yes,,,,,,,,,
"LINESTRING (-7023010.35414231 -2896396.25863633,-7023175.23894093 -2896557.09038585,-7023386.20786946 -2896755.73015788,-7023529.3800611 -2896902.18412857,-7023577.62844036 -2896952.52969138,-7023609.39674165 -2896999.98639852,-7023652.28642172 -2897024.69904787,-7023719.37432277 -2897054.82147108,-7023773.11360757 -2897086.09623315,-7023825.92712308 -2897129.72567833,-7023989.0078858 -2897259.0159668,-7024024.19629036 -2897286.38970196)",track,yes,,,,,,,,,
"LINESTRING (-7023386.20786946 -2896755.73015788,-7023050.01655294 -2896983.4663151)",track,yes,,,,,,,,,
"LINESTRING (-7023636.50568696 -2896232.87852842,-7023175.23894093 -2896557.09038585)",track,yes,,,,,,,,,
"LINESTRING (-7022801.061442 -2895755.39127808,-7022814.10272924 -2895787.27667235,-7022828.38260176 -2895821.01771205,-7022846.22830233 -2895841.69920957,-7022872.24910648 -2895857.95294603,-7022894.18728367 -2895868.62269788,-7022914.12293628 -2895890.72206537,-7022937.91710642 -2895927.08169278,-7022948.88415784 -2895985.5827241,-7022968.14606858 -2896021.34788158,-7022988.57364586 -2896041.67333963,-7023015.20884805 -2896056.6255899,-7023038.82848617 -2896058.13735621,-7023116.20777871 -2896053.42693613,-7023166.11623524 -2896065.73229446,-7023193.02755448 -2896094.02285621,-7023239.1065681 -2896162.41225415,-7023258.25549408 -2896166.53808745,-7023281.54834564 -2896149.89575891,-7023328.47764195 -2896115.97787416,-7023364.48616331 -2896101.93859251,-7023383.66262833 -2896107.65952991,-7023404.2803089 -2896131.68551596,-7023431.94304006 -2896154.34855696,-7023456.38537989 -2896158.25129141,-7023488.04582945 -2896159.66151148,-7023537.98140891 -2896175.18917907,-7023624.61518145 -2896217.74928989)",track,,,,,,,,,,
"LINESTRING (-7013396.47867036 -2899461.04795677,-7013362.85597645 -2899430.28112057)",track,,,,,,,,,,
"LINESTRING (-7013420.79502324 -2899482.88280999,-7013396.47867036 -2899461.04795677,-7013364.44173946 -2899467.79881759,-7013076.28020721 -2899558.54834766,-7013044.49741584 -2899556.64561159,-7013015.51551617 -2899561.27487836,-7012989.70726664 -2899583.02992509,-7012961.75267436 -2899615.73346306,-7012956.37516448 -2899643.85875668,-7012942.71751753 -2899661.95909762)",track,,,,,,,,,,
"LINESTRING (-7012421.8839788 -2900317.45013343,-7012438.27941675 -2900293.27435181,-7012463.57552046 -2900269.15313759)",track,,,,,,,,,,
"LINESTRING (-7011983.31062506 -2900851.65581485,-7011986.75842493 -2900835.10630159,-7012004.60579071 -2900815.69059819,-7012014.99140808 -2900810.85976974,-7012036.30476364 -2900819.70014737,-7012059.20896679 -2900827.17101809,-7012074.07559647 -2900822.04916548,-7012080.08521368 -2900812.91389805,-7012090.56895855 -2900790.22282607,-7012079.6108059 -2900725.52666106,-7012083.21062273 -2900710.58795347,-7012093.64408903 -2900696.21107932,-7012122.35854527 -2900670.97626017,-7012132.78352958 -2900655.34937642,-7012155.11598191 -2900638.10480479,-7012264.36084409 -2900595.06283581,-7012273.08817879 -2900584.16917905,-7012300.18567607 -2900543.30649164,-7012322.72667246 -2900491.54678023,-7012346.30538564 -2900464.34210638,-7012358.29331403 -2900442.36349892,-7012352.27271623 -2900405.43565463,-7012354.6100348 -2900373.51452049,-7012376.08686115 -2900342.86422213,-7012412.79287515 -2900321.50714278,-7012421.8839788 -2900317.45013343,-7012445.79997399 -2900306.80568744,-7012484.47324989 -2900299.70213253)",track,,,,,,,,,,
"LINESTRING (-7018619.52576575 -2905898.04000531,-7019054.31741794 -2905717.62081289)",track,yes,,,,,,,,,
"LINESTRING (-7019813.2594437 -2905525.30399508,-7019935.88146317 -2905926.79692334)",track,yes,,,,,,,,,
"LINESTRING (-7019228.40912185 -2905573.63472552,-7019292.74698439 -2905721.47137217,-7019355.28072483 -2905910.14959547)",track,yes,,,,,,,,,
"LINESTRING (-7020016.10522428 -2905445.22188024,-7019813.2594437 -2905525.30399508,-7019529.40475575 -2905629.78951384,-7019292.74698439 -2905721.47137217)",track,yes,,,,,,,,,
"LINESTRING (-7019465.60310317 -2905483.46939542,-7019228.40912185 -2905573.63472552,-7019035.81060185 -2905648.43943166)",track,yes,,,,,,,,,
"LINESTRING (-7019054.31741794 -2905717.62081289,-7019035.81060185 -2905648.43943166,-7018968.28240031 -2905486.25116919)",track,yes,,,,,,,,,
"LINESTRING (-7018683.48101528 -2906139.0447616,-7018671.81704493 -2906086.05032964,-7018619.52576575 -2905898.04000531,-7018549.75667765 -2905709.15676213,-7018540.76663264 -2905677.90969963,-7018548.26774752 -2905649.58133157,-7018577.38799536 -2905629.27169205,-7018745.9079982 -2905564.45428294,-7018968.28240031 -2905486.25116919,-7019278.64590948 -2905358.9158201)",track,yes,,,,,,,,,
"LINESTRING (-7019383.27626697 -2905267.99265883,-7019454.06413352 -2905453.25935702,-7019465.60310317 -2905483.46939542,-7019529.40475575 -2905629.78951384)",track,yes,,,,,,,,,
"LINESTRING (-7019239.23032393 -2905178.4617902,-7018976.40642702 -2905274.02022862,-7018684.90209795 -2905381.14384376)",track,yes,,,,,,,,,
"LINESTRING (-7019267.78268589 -2905309.15529544,-7019383.27626697 -2905267.99265883,-7019733.21193398 -2905140.76257781,-7019887.89916049 -2905080.6676861)",track,yes,,,,,,,,,
"LINESTRING (-7018907.65105668 -2905088.21089583,-7018976.40642702 -2905274.02022862)",track,yes,,,,,,,,,
"LINESTRING (-7018337.25701579 -2905068.11668802,-7018540.76663264 -2905677.90969963)",track,yes,,,,,,,,,
"LINESTRING (-7018549.75667765 -2905709.15676213,-7018530.62110892 -2905693.42015496,-7018495.66895777 -2905691.71242702,-7018382.7419717 -2905703.0712643,-7018256.17907034 -2905744.88760196,-7018221.18930751 -2905738.03521047,-7018201.38342523 -2905700.21394878,-7018185.4516464 -2905633.58682672,-7018155.93313625 -2905602.53758952,-7018120.25425798 -2905573.60709656,-7018101.42680442 -2905528.58677472,-7018060.87360717 -2905465.29078283,-7018030.25364172 -2905426.05260069,-7018019.74097858 -2905395.33136177,-7018050.21586276 -2905348.8079433,-7018099.03930009 -2905285.65781857,-7018166.87514033 -2905222.85150015,-7018209.66709896 -2905177.22711605,-7018277.27228619 -2905148.83652288,-7018306.9453036 -2905135.17786368,-7018337.25701579 -2905068.11668802)",track,yes,,,,,,,,,
"LINESTRING (-7018619.23889477 -2905194.2991413,-7018907.65105668 -2905088.21089583,-7018955.79708454 -2905068.21774188,-7018936.95883694 -2904957.96564475)",track,yes,,,,,,,,,
"LINESTRING (-7019278.64590948 -2905358.9158201,-7019267.78268589 -2905309.15529544,-7019239.23032393 -2905178.4617902,-7019203.0423319 -2905017.51163905,-7019206.5548152 -2905007.71259632,-7019330.50329152 -2904958.21065288,-7019554.43290245 -2904879.47194055,-7019591.10317006 -2904971.57566791,-7019603.03050596 -2904986.36108355,-7019659.26880029 -2905015.0894998,-7019688.14347107 -2905029.20427291,-7019714.2809446 -2905085.44980482,-7019733.21193398 -2905140.76257781)",track,yes,,,,,,,,,
"LINESTRING (-7018936.95883694 -2904957.96564475,-7019106.45796767 -2904885.92944039,-7019263.16031373 -2904821.70483965)",track,yes,,,,,,,,,
"LINESTRING (-7018337.25701579 -2905068.11668802,-7018349.95886236 -2905050.02033639,-7018367.91488867 -2905047.27575108,-7018395.18386904 -2905051.62326012,-7018419.44504841 -2905067.30097663,-7018446.26422325 -2905080.39327124,-7018472.9932804 -2905083.22106373,-7018514.01559787 -2905072.54243896,-7018565.1713421 -2905055.15169913,-7018743.52027835 -2904990.16556094,-7018895.13109808 -2904931.14857928,-7018936.95883694 -2904957.96564475)",track,yes,,,,,,,,,
"LINESTRING (-7018745.9079982 -2905564.45428294,-7018684.90209795 -2905381.14384376,-7018619.23889477 -2905194.2991413,-7018565.1713421 -2905055.15169913,-7018561.57973431 -2905045.88587761,-7018508.52054885 -2904895.89151731,-7018488.58599585 -2904842.68024159,-7018468.37634864 -2904818.72473837,-7018413.26969417 -2904803.34241219,-7018377.39719973 -2904813.97722455,-7018349.8201467 -2904833.75951044,-7018356.12566527 -2904852.18151858,-7018340.80018851 -2904862.61156275,-7018300.47072352 -2904895.3702042,-7018275.57860956 -2904933.11361931,-7018265.63717083 -2904974.30370598,-7018281.36680177 -2905015.2325257,-7018312.50055063 -2905056.02082157,-7018337.25701579 -2905068.11668802)",track,yes,,,,,,,,,
"LINESTRING (-7019242.1324065 -2904760.27309096,-7019559.77749251 -2904644.12717137)",track,yes,,,,,,,,,
"LINESTRING (-7017632.02893628 -2904511.01108038,-7017589.44130348 -2904582.29414407,-7017528.65896199 -2904690.76038528,-7017512.03141664 -2904732.52160282,-7017478.37053099 -2904764.69017937,-7017474.01080319 -2904797.09378345,-7017457.97165325 -2904915.89042049,-7017454.97562428 -2904992.45377413,-7017443.05524063 -2905031.4230862)",track,yes,,,,,,,,,
"LINESTRING (-7019330.50329152 -2904958.21065288,-7019263.16031373 -2904821.70483965,-7019242.1324065 -2904760.27309096,-7019125.07814837 -2904508.67966917,-7019064.84968892 -2904362.86650212,-7019069.82804006 -2904342.26588142,-7019085.15407313 -2904331.83375709,-7019106.27141222 -2904338.31719977,-7019235.34938705 -2904419.2340825,-7019286.96631218 -2904449.54717009,-7019356.87625689 -2904518.20784776,-7019420.83113454 -2904549.41545107,-7019559.77749251 -2904644.12717137,-7019796.09952494 -2904772.2859785,-7019805.98270191 -2904786.06896965,-7019887.89916049 -2905080.6676861,-7019920.38882166 -2905160.50444979,-7019954.67395414 -2905275.7755448,-7020016.10522428 -2905445.22188024)",track,yes,,,,,,,,,
"LINESTRING (-7019632.71510466 -2903485.28459454,-7019636.03719507 -2903515.03484427,-7019597.77702168 -2903548.82061249,-7019529.17450269 -2903579.29897755,-7019479.00088269 -2903603.43377433,-7019406.80773566 -2903633.42071092,-7019322.8290266 -2903669.21070884,-7019308.69794342 -2903638.00264064)",track,yes,,,,,,,,,
"LINESTRING (-7017346.30757507 -2904298.6276601,-7017374.101942 -2904304.51643447,-7017380.84532119 -2904314.21679001,-7017394.47456778 -2904349.0000468,-7017451.09835911 -2904494.29252694,-7017462.50084483 -2904507.54768555,-7017476.90379705 -2904509.45548517,-7017520.52631175 -2904506.44752657,-7017538.51985617 -2904508.8460936,-7017632.02893628 -2904511.01108038,-7017720.11864575 -2904480.21089597,-7017793.89197147 -2904454.82902439,-7017836.51157163 -2904584.35771485,-7017847.54958149 -2904616.60305732,-7017866.75842188 -2904642.60578716,-7017903.88875233 -2904660.73761973,-7017960.54738623 -2904680.72044787,-7018013.20568156 -2904714.10117567,-7018372.82234458 -2904585.24467346,-7018477.2102237 -2904599.10416869)",track,yes,,,,,,,,,
"LINESTRING (-7018128.25972433 -2906567.21824657,-7018136.83454106 -2906547.11322278,-7018132.06725895 -2906528.1425433,-7018093.39363663 -2906440.177502,-7018064.53462402 -2906360.83885857,-7017986.58231016 -2906181.40021667)",track,yes,,,,,,,,,
"LINESTRING (-7017986.58231016 -2906181.40021667,-7017948.08347673 -2906204.47861693,-7017873.39275823 -2906247.31435741,-7017796.54929688 -2906273.7325766,-7017666.54230045 -2906335.58377544)",track,yes,,,,,,,,,
"LINESTRING (-7017750.72631589 -2905895.41071385,-7017917.14618235 -2905832.70097837,-7017957.74856856 -2905835.8971759,-7017982.35407539 -2905827.43641545,-7017993.82628397 -2905850.96444652,-7018022.14411173 -2905858.38496096,-7018054.75890911 -2905958.74705218,-7018077.68196755 -2906000.6535066,-7018111.30693764 -2906098.94294252,-7018155.78869402 -2906176.19859701)",track,yes,,,,,,,,,
"LINESTRING (-7017787.84986522 -2906656.78058086,-7017749.28942825 -2906530.46112512,-7017666.54230045 -2906335.58377544,-7017635.68490543 -2906248.5333131,-7017580.09314297 -2905965.56687641)",track,yes,,,,,,,,,
"LINESTRING (-7017542.76894914 -2907118.75736976,-7017560.46363754 -2907081.83713796,-7017563.34039683 -2907057.24136822,-7017522.76323197 -2906761.43771739,-7017486.38073307 -2906619.4785345,-7017453.25402342 -2906572.12450417,-7017361.89907668 -2906527.89803445,-7017344.93967887 -2906514.41480622,-7017271.65407528 -2906438.23473992,-7017242.76108341 -2906394.54307039,-7017228.11159218 -2906342.99656269,-7017236.65846272 -2906224.46835591,-7017226.47452996 -2906152.34061651,-7017212.32186433 -2906085.87139844)",track,yes,,,,,,,,,
"LINESTRING (-7017271.65407528 -2906438.23473992,-7017228.65345614 -2906413.03503925,-7017209.68121233 -2906417.83118345,-7017194.84536051 -2906424.65701252,-7017175.96768095 -2906439.73439698,-7017165.83616815 -2906460.37255046,-7017154.71070877 -2906483.07810883,-7017144.63524444 -2906508.85369852,-7017125.82765835 -2906534.19977864,-7017095.68010324 -2906556.58168766,-7017057.83034852 -2906576.4541927,-7017038.33651787 -2906579.7239683,-7017019.7984585 -2906575.78269047,-7017000.6863866 -2906560.04059907,-7016981.48628807 -2906534.03592047,-7016954.11439941 -2906514.27134784,-7016931.83438726 -2906489.32563303,-7016910.20261809 -2906481.31198255,-7016889.20751477 -2906490.25479451)",track,yes,,,,,,,,,
"LINESTRING (-7017736.39796231 -2905879.91333557,-7017711.59665576 -2905898.03676579,-7017666.17346953 -2905935.96941489,-7017619.00546636 -2905948.73559989,-7017580.09314297 -2905965.56687641)",track,yes,,,,,,,,,
"LINESTRING (-7016420.86368176 -2907187.88329199,-7016436.57869752 -2907158.46850805,-7016466.7771699 -2907146.36525896,-7016512.92272112 -2907135.66357999,-7016578.45440566 -2907106.28197967,-7016626.59284178 -2907086.3080956,-7016661.84614692 -2907063.88012457,-7016683.17489549 -2907030.80921642,-7016698.23642015 -2906984.4432031,-7016727.80635097 -2906955.40108022,-7016731.67153051 -2906921.46982447,-7016754.81673424 -2906858.60151174,-7016733.96188788 -2906747.3544714,-7016716.28513127 -2906720.82703098)",track,yes,,,,,,,,,
"LINESTRING (-7016716.28513127 -2906720.82703098,-7016601.67224271 -2906777.37452229,-7016507.02527789 -2906827.05843242,-7016448.16506592 -2906855.87535249,-7016310.09632548 -2906934.22390533)",track,yes,,,,,,,,,
"LINESTRING (-7016140.95739718 -2906776.1252887,-7016206.36737085 -2906801.69261719,-7016251.48702322 -2906858.26889014,-7016310.09632548 -2906934.22390533,-7016367.27273983 -2907026.1204382,-7016410.19877914 -2907066.2789726,-7016444.35576866 -2907100.86457868,-7016466.7771699 -2907146.36525896)",track,yes,,,,,,,,,
"LINESTRING (-7016217.78771662 -2906284.13753582,-7016258.48732082 -2906310.63651868,-7016291.68315941 -2906350.35666858,-7016335.66220036 -2906393.58096912,-7016348.63153608 -2906411.43259155,-7016358.53910528 -2906430.33675375,-7016367.46689112 -2906456.43918441,-7016364.0619026 -2906481.64517505,-7016351.42945272 -2906510.00242649,-7016333.67350671 -2906538.41561166,-7016318.02356867 -2906572.98663213,-7016294.17810577 -2906613.78459304,-7016265.10107898 -2906639.22722924,-7016200.25971561 -2906690.68486292,-7016187.80885889 -2906722.26534731,-7016184.83706986 -2906738.73470611,-7016162.91309887 -2906759.9923946,-7016140.95739718 -2906776.1252887,-7016111.71669236 -2906781.01918775,-7016054.78167408 -2906790.29601046,-7016005.5280852 -2906796.932733,-7015955.74677402 -2906802.02531558,-7015912.10695167 -2906805.00712893)",track,yes,,,,,,,,,
"LINESTRING (-7016278.48513196 -2906232.62093718,-7016112.06957671 -2905935.89742071,-7016080.73790206 -2905877.00865714)",track,yes,,,,,,,,,
