WKT,highway,name,surface,noname,oneway,lanes,maxspeed,ref,service,junction,source_1
"LINESTRING (-59.6292045 13.1521862,-59.6297499 13.1520456)",residential,,,yes,,,,,,,
"LINESTRING (-59.6290915 13.1518652,-59.6292045 13.1521862,-59.6293101 13.1526161,-59.6293348 13.15266)",residential,,,yes,,,,,,,
"LINESTRING (-59.6230049 13.1476856,-59.6230119 13.1474747,-59.6230092 13.1471907,-59.6229983 13.1468818,-59.6229819 13.1467849,-59.6229535 13.14668,-59.6228682 13.1464921,-59.6227953 13.1463061,-59.6227569 13.1461359,-59.6227413 13.1460029,-59.6227161 13.1457307,-59.6227099 13.1456683,-59.62269 13.1454677,-59.6226607 13.1451976)",secondary,Husbands Main Road,asphalt,,,2,60,,,,
"LINESTRING (-59.6229974 13.1485751,-59.6229889 13.1483866,-59.6229945 13.1481227,-59.6229999 13.147881,-59.6230049 13.1476856)",secondary,Husbands Main Road,asphalt,,,2,60,,,,
"LINESTRING (-59.6276355 13.1479801,-59.6271594 13.1479052)",residential,9th Ave East,asphalt,,,,,,,,
"LINESTRING (-59.6280743 13.1481546,-59.6276221 13.1480875)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6231634 13.1490163,-59.6238869 13.1487985,-59.6248136 13.1487302)",service,,asphalt,yes,,,,,driveway,,
"LINESTRING (-59.6284012 13.1463646,-59.628323 13.1468186,-59.6280743 13.1481546,-59.6280321 13.1484257)",residential,Trident Avenue,asphalt,,,,,,,,
"LINESTRING (-59.6233993 13.1497275,-59.6233331 13.14959,-59.6232356 13.1492851,-59.6231634 13.1490163,-59.6231253 13.1488825,-59.623061 13.1486957,-59.6229974 13.1485751)",secondary,Thorpes Main Road,asphalt,,,2,60,,,,
"LINESTRING (-59.6295958 13.1484016,-59.6295716 13.148376,-59.6295337 13.1483599,-59.6286202 13.148204)",residential,Gladiola Drive,asphalt,,,,,,,,
"LINESTRING (-59.6273653 13.1441602,-59.6273209 13.1442893,-59.6272337 13.1443783,-59.6269592 13.144576,-59.626819 13.1447236,-59.6267423 13.1448501,-59.6267073 13.1449766,-59.6267084 13.1451414,-59.6267558 13.145408,-59.626772 13.1454848,-59.6267987 13.1455964,-59.6268154 13.1456955,-59.6268412 13.1457844,-59.6267745 13.1459957,-59.6267042 13.1461751,-59.6265956 13.1463796,-59.6264397 13.1466249,-59.6258634 13.1475151,-59.6255788 13.1481407,-59.6255489 13.1482841,-59.6256235 13.1489066)",residential,Desert Rose Ridge,asphalt,,,,,,,,
"LINESTRING (-59.6278637 13.1491551,-59.6274168 13.1490613)",residential,6th Avenue West,,,,,,,,,
"LINESTRING (-59.6278637 13.1491551,-59.6279152 13.1489129)",residential,,,,,,,,,,
"LINESTRING (-59.6254562 13.1498177,-59.6254055 13.1496593,-59.6253016 13.1492238)",residential,West Wood Lane,asphalt,,,,,,,,
"LINESTRING (-59.625894 13.1494436,-59.6259584 13.1496277,-59.6261356 13.1497558)",service,,,yes,,,,,,,
"LINESTRING (-59.6296384 13.1489877,-59.6295998 13.149006,-59.6295578 13.1490135,-59.6293368 13.1490276,-59.6284982 13.1488977)",residential,Hibiscus Drive,asphalt,,,,,,,,
"LINESTRING (-59.627771 13.1496249,-59.62714 13.1494848)",residential,5th Avenue West,,,,,,,,,
"LINESTRING (-59.6267446 13.1497652,-59.6267478 13.1498681,-59.6267959 13.1499718)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6276704 13.1501274,-59.6273467 13.1500404,-59.6270004 13.1499793,-59.6267959 13.1499718,-59.6265124 13.1500154)",residential,4th Avenue West,,,,,,,,,
"LINESTRING (-59.6301041 13.1495986,-59.629701 13.1496344,-59.6293109 13.1496619,-59.6288071 13.1495663,-59.6283811 13.1495)",residential,Tulip Drive,asphalt,,,,,,,,
"LINESTRING (-59.6257142 13.1507857,-59.6255568 13.1502777,-59.625492 13.1499899,-59.6254562 13.1498177)",residential,1st Pelican Avenue,asphalt,,,,,,,,
"LINESTRING (-59.6282621 13.1500709,-59.6292223 13.1502464)",residential,Marigold Drive,asphalt,,,,,,,,
"LINESTRING (-59.6275863 13.1505773,-59.6276704 13.1501274,-59.627771 13.1496249,-59.6278637 13.1491551)",residential,Sugar Cane Avenue,,,,,,,,,
"LINESTRING (-59.6278751 13.1455861,-59.6279666 13.146071,-59.6278993 13.1466282,-59.6278745 13.1467565,-59.6277919 13.147096,-59.6277189 13.1475468,-59.6276355 13.1479801,-59.6276221 13.1480875,-59.6275772 13.1483539,-59.6274999 13.1485322,-59.6273557 13.1487551,-59.6271492 13.1489192,-59.6267506 13.1492237,-59.6263846 13.1495266,-59.6261356 13.1497558,-59.6260636 13.1499111,-59.6260436 13.1500977,-59.6261154 13.1505658)",residential,Independence Drive,asphalt,,,,,,,,
"LINESTRING (-59.6262884 13.1506782,-59.626704 13.150535,-59.6268499 13.1504849,-59.6270149 13.1504744,-59.6271589 13.1504932,-59.6275863 13.1505773)",residential,Sugar Cane Avenue,,,,,,,,,
"LINESTRING (-59.6280764 13.150767,-59.6281367 13.1506932,-59.6281746 13.1506125,-59.6282621 13.1500709,-59.6283811 13.1495,-59.6284982 13.1488977,-59.6286202 13.148204,-59.6287204 13.1476057)",residential,Croton Drive,asphalt,,,,,,,,
"LINESTRING (-59.6303804 13.1457368,-59.6303098 13.1460433,-59.6301683 13.1464673,-59.630088 13.1467124,-59.6299936 13.1469738,-59.6299265 13.1472706,-59.629886 13.1477117,-59.6299106 13.1480477,-59.6299844 13.1485621,-59.6300555 13.1491649,-59.6301041 13.1495986,-59.6301024 13.1500574,-59.6300782 13.1503734,-59.6300501 13.1506529,-59.6299736 13.1510812,-59.629928 13.1512262,-59.6298932 13.1513476,-59.6298194 13.15149,-59.6297108 13.1516062,-59.6295732 13.1516907,-59.6292772 13.1518028,-59.6290915 13.1518652,-59.6289564 13.1519072,-59.6288463 13.1519506,-59.6286439 13.1520417,-59.6284396 13.1521646,-59.6283673 13.1522588,-59.6282946 13.152361,-59.6282704 13.1524707,-59.6282825 13.1527619,-59.6283165 13.1529911,-59.628362 13.1532507)",tertiary,Wanstead Drive,asphalt,,,,40,,,,
"LINESTRING (-59.6249155 13.149934,-59.6248108 13.1495016)",residential,West Wood Drive,asphalt,,,,,,,,
"LINESTRING (-59.6244062 13.1500669,-59.6243167 13.1497504,-59.6242822 13.1496271)",residential,West Wood Close,asphalt,,,,,,,,
"LINESTRING (-59.6254562 13.1498177,-59.6249155 13.149934,-59.6244062 13.1500669,-59.6243566 13.1501138,-59.6243477 13.150176)",residential,6th Avenue East,asphalt,,,,,,,,
"LINESTRING (-59.6244589 13.1505339,-59.6255568 13.1502777)",residential,5th Avenue East,asphalt,,,,,,,,
"LINESTRING (-59.6246048 13.1510324,-59.6244589 13.1505339,-59.6243477 13.150176)",residential,Husbands Gardens,asphalt,,,,,,,,
"LINESTRING (-59.6239169 13.1498447,-59.6243167 13.1497504)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6230204 13.1500941,-59.6230238 13.1500679,-59.6229057 13.1497454)",service,,,,,,,,,,
"LINESTRING (-59.6226764 13.1502377,-59.6227106 13.1502404,-59.6227515 13.1502351,-59.622844 13.1501947,-59.6230036 13.1501136,-59.6230204 13.1500941)",residential,,,,,,,,,,
"LINESTRING (-59.6221503 13.1421856,-59.6224756 13.1421229,-59.6226925 13.1421004,-59.6228667 13.1420965)",residential,Clear View Heights Stage 3,asphalt,,,,,,,,
"LINESTRING (-59.6214603 13.1423254,-59.6221503 13.1421856)",residential,Husbands Crescent,,,,,,,,,
"LINESTRING (-59.6229442 13.1414582,-59.6223623 13.1415728,-59.6217471 13.1416947,-59.6199309 13.1420964,-59.6198811 13.1420959)",residential,Husbands New Development,asphalt,,,,,,,,
"LINESTRING (-59.6208352 13.1424465,-59.6214603 13.1423254)",residential,Husbands Crescent,,,,,,,,,
"LINESTRING (-59.6198811 13.1420959,-59.6198346 13.1420726,-59.6197401 13.1418548,-59.6197536 13.1418066)",residential,Husbands New Development,asphalt,,,,,,,,
"LINESTRING (-59.6180844 13.1409942,-59.6180806 13.1410475,-59.6180491 13.1410841,-59.6175017 13.1414619,-59.6172416 13.1416546,-59.6169369 13.1418531,-59.6166621 13.1420721)",residential,,,yes,,,,,,,
"LINESTRING (-59.622238 13.1427417,-59.6222453 13.1426944,-59.6221503 13.1421856)",residential,Zinnia Drive,asphalt,,,,,,,,
"LINESTRING (-59.6214603 13.1423254,-59.6215561 13.1428625)",residential,Zinnia Drive,asphalt,,,,,,,,
"LINESTRING (-59.6215561 13.1428625,-59.6216004 13.14289,-59.6216507 13.1428976,-59.6221988 13.142772,-59.622238 13.1427417)",residential,Zinnia Drive,asphalt,,,,,,,,
"LINESTRING (-59.6227266 13.1434877,-59.6215853 13.1436591)",residential,,,yes,,,,,,,
"LINESTRING (-59.6208352 13.1424465,-59.6210146 13.1432796,-59.621005 13.1433167)",residential,Cassia Drive,asphalt,,,,,,,,
"LINESTRING (-59.6202329 13.1425471,-59.6208352 13.1424465)",residential,Husbands Crescent,,,,,,,,,
"LINESTRING (-59.6202329 13.1425471,-59.6200087 13.1425927)",residential,,,,,,,,,,
"LINESTRING (-59.62041 13.1434497,-59.6203896 13.1434253,-59.6202329 13.1425471)",residential,Cassia Drive,asphalt,,,,,,,,
"LINESTRING (-59.621005 13.1433167,-59.6209787 13.1433438,-59.6204476 13.143465,-59.62041 13.1434497)",residential,Cassia Drive,asphalt,,,,,,,,
"LINESTRING (-59.6226797 13.1439253,-59.622506 13.1439368,-59.6223726 13.1439735,-59.6222911 13.1440407,-59.6221515 13.1441919)",service,,,,,,,,,,
"LINESTRING (-59.6226607 13.1451976,-59.6226403 13.1450087,-59.6226322 13.1449065,-59.6226232 13.144677,-59.6226447 13.144381,-59.6226601 13.1441394,-59.6226797 13.1439253,-59.6227266 13.1434877)",secondary,Husbands Main Road,asphalt,,,2,60,,,,
"LINESTRING (-59.6196559 13.1431732,-59.6196088 13.1431246,-59.6195443 13.1431085,-59.6186425 13.1433438,-59.6185945 13.1433891,-59.6185903 13.143449)",residential,,,yes,,,,,,,
"LINESTRING (-59.6194184 13.1449446,-59.6194997 13.1447527,-59.6196199 13.1444936,-59.6197486 13.1442178,-59.6197915 13.144084,-59.6198001 13.143967,-59.6197915 13.1438249,-59.61974 13.1434989,-59.6196714 13.1432733,-59.6196559 13.1431732)",residential,,,yes,,,,,,,
"LINESTRING (-59.6196199 13.1444936,-59.6194925 13.1444401,-59.6193895 13.1443314,-59.6193208 13.1442478,-59.6192779 13.1441058,-59.6192436 13.1439302,-59.6192092 13.1437798,-59.6191577 13.143529)",residential,,,yes,,,,,,,
"LINESTRING (-59.6185903 13.143449,-59.6188058 13.1445237,-59.6188402 13.1446323,-59.6189088 13.1447493,-59.619029 13.1448246,-59.6191501 13.1448955,-59.6192997 13.1449218,-59.6194184 13.1449446)",residential,,,yes,,,,,,,
"LINESTRING (-59.6186101 13.1449512,-59.6186215 13.1448663,-59.6185975 13.1446822,-59.6182644 13.143224,-59.6182614 13.1430895)",residential,,,,,,,,,,
"LINESTRING (-59.6183162 13.1448862,-59.6181369 13.1440338,-59.6181046 13.1440123)",residential,,,yes,,,,,,,
"LINESTRING (-59.6181046 13.1440123,-59.6180633 13.1440071,-59.6174705 13.1440904)",residential,,,yes,,,,,,,
"LINESTRING (-59.6174446 13.1450095,-59.6173896 13.144741,-59.6173553 13.1445404,-59.617325 13.1444008,-59.6172879 13.1443683)",residential,Clermont Gardens,,,,,,,,,
"LINESTRING (-59.6168697 13.1425525,-59.6168918 13.142501,-59.6168336 13.1422583,-59.6166621 13.1420721)",residential,Clermont,,,,,,,,,
"LINESTRING (-59.6166621 13.1420721,-59.6163449 13.1417427,-59.6162852 13.1417205)",residential,,,yes,,,,,,,
"LINESTRING (-59.6162852 13.1417205,-59.6162065 13.1417343,-59.6157172 13.1420404,-59.6149876 13.1422331)",residential,,,yes,,,,,,,
"LINESTRING (-59.6149131 13.142076,-59.6147476 13.142206,-59.6142735 13.1425632,-59.6142523 13.1426219)",residential,Clerpark,,,,,40,,,,
"LINESTRING (-59.6152023 13.142912,-59.616821 13.1425797,-59.6168697 13.1425525)",residential,Clermont,,,,,,,,,
"LINESTRING (-59.6169757 13.1432288,-59.6167373 13.1432783,-59.6162043 13.1433935,-59.6161634 13.1434168)",residential,Clermont Gardens,,,,,,,,,
"LINESTRING (-59.6161634 13.1434168,-59.6161489 13.1434668,-59.6162395 13.1439637)",residential,Clermont Gardens,,,,,,,,,
"LINESTRING (-59.6148701 13.1402203,-59.6148503 13.1403493,-59.6148447 13.14051,-59.6148406 13.1408057,-59.6148061 13.1411219,-59.6147899 13.1413628,-59.6147718 13.1415983,-59.6147917 13.1416874,-59.6148147 13.1417905,-59.6149131 13.142076,-59.6149876 13.1422331,-59.6150097 13.1422986,-59.6150808 13.142526,-59.6152023 13.142912,-59.6152953 13.1433368,-59.6153812 13.1437714,-59.6154613 13.1441081,-59.6155027 13.1442605,-59.6155789 13.1445124,-59.6156451 13.1447446,-59.6156893 13.1449013,-59.6157666 13.1452143)",residential,West Road,,,,,,,,,
"LINESTRING (-59.6170176 13.1444047,-59.616973 13.1443683,-59.6169605 13.1443314,-59.6167373 13.1432783)",residential,Clermont Gardens,,,,,,,,,
"LINESTRING (-59.6172879 13.1443683,-59.6172434 13.1443618,-59.6170176 13.1444047)",residential,Clermont Gardens,,,,,,,,,
"LINESTRING (-59.6170176 13.1444047,-59.6165721 13.1445162)",residential,,,,,,,,,,
"LINESTRING (-59.6162134 13.1452075,-59.6160574 13.1449587,-59.6159725 13.1447065,-59.6157648 13.1442106)",service,,,,,,,,,,
"LINESTRING (-59.6154613 13.1441081,-59.6152916 13.1441664,-59.6150349 13.144233,-59.6148721 13.1442893,-59.6146644 13.1442804)",residential,,,yes,,,,,,,
"LINESTRING (-59.6146218 13.1449845,-59.6152608 13.1448302,-59.6156451 13.1447446)",residential,Clerpark,,,,,40,,,,
"LINESTRING (-59.6130307 13.1414475,-59.6130691 13.1415058,-59.613138 13.1421363,-59.6131702 13.1422721,-59.6132244 13.1424055,-59.6135521 13.1429547,-59.6139856 13.1435885,-59.6140133 13.1437137,-59.6139553 13.1442378,-59.6138676 13.1450094,-59.6138426 13.1451905,-59.613813 13.1453129,-59.6137639 13.1455872)",residential,Clermont Terrace S,,,,,40,,,,
"LINESTRING (-59.6142523 13.1426219,-59.6142581 13.1426803,-59.6145113 13.1430348,-59.6147366 13.1434632,-59.6147473 13.143599,-59.6146644 13.1442804,-59.6146079 13.1448005,-59.6146218 13.1449845)",residential,Clerpark,,,,,40,,,,
"LINESTRING (-59.6146218 13.1449845,-59.6143137 13.145074)",residential,,,,,,,,,,
"LINESTRING (-59.6138426 13.1451905,-59.6137029 13.145095,-59.6134805 13.1448657,-59.6133131 13.1446734,-59.6132788 13.1446252)",residential,,,yes,,,,,,,
"LINESTRING (-59.6225345 13.1463158,-59.6226474 13.146265,-59.6226896 13.1462294,-59.6227569 13.1461359)",secondary_link,Clermont Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6228682 13.1464921,-59.622787 13.1464194,-59.6227047 13.1463728,-59.6225345 13.1463158)",secondary_link,Clermont Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6222745 13.1460393,-59.6214196 13.1460354)",residential,,,,,,,,,,
"LINESTRING (-59.6206401 13.1454617,-59.6201841 13.1454502)",service,,,,,,,,,,
"LINESTRING (-59.6201372 13.1463175,-59.6201841 13.1454502,-59.6202134 13.1449081)",residential,Clerview Drive,,,,,,,,,
"LINESTRING (-59.6214244 13.146318,-59.6214196 13.1460354,-59.6214086 13.1453821)",residential,,,,,,,,,,
"LINESTRING (-59.6226169 13.1474272,-59.6226376 13.147389,-59.6226238 13.147279,-59.6225223 13.1466815,-59.6224946 13.1466579,-59.62246 13.1466456)",residential,,,,,,,,,,
"LINESTRING (-59.62246 13.1466456,-59.6222986 13.1466299,-59.622061 13.1466501,-59.6219111 13.1467624,-59.6218073 13.1468545,-59.6216943 13.1468859,-59.621408 13.1468905)",residential,,,,,,,,,,
"LINESTRING (-59.6214475 13.1475889,-59.6220633 13.1475755,-59.6222963 13.147544,-59.6225454 13.1474699,-59.6226169 13.1474272)",residential,,,,,,,,,,
"LINESTRING (-59.6214244 13.146318,-59.621408 13.1468905,-59.6213898 13.1475305,-59.6214082 13.1475732,-59.6214475 13.1475889)",residential,,,,,,,,,,
"LINESTRING (-59.6202949 13.1479734,-59.6202353 13.1463204)",residential,Meadow Vale Heights,,,,,,,,,
"LINESTRING (-59.6207377 13.1465442,-59.6208042 13.1478985,-59.6207987 13.147934)",residential,Meadowvale Heights,asphalt,,no,,,,,,
"LINESTRING (-59.6189709 13.1454823,-59.6191304 13.1454156,-59.6192236 13.1453793,-59.6193302 13.1453207,-59.6193896 13.1452483,-59.6194117 13.145091,-59.6194184 13.1449446)",residential,,,yes,,,,,,,
"LINESTRING (-59.6189218 13.1457917,-59.6191 13.1457287)",residential,,,yes,,,,,,,
"LINESTRING (-59.6189218 13.1457917,-59.6189359 13.1458243,-59.6189357 13.1458512,-59.618926 13.1458763,-59.618909 13.1458961,-59.6188852 13.1459097,-59.6188581 13.1459145,-59.6188343 13.1459111,-59.6188097 13.1458989,-59.6187909 13.1458792,-59.6187787 13.1458463,-59.6187803 13.1458195,-59.6187846 13.1458065,-59.6187998 13.1457841,-59.6188219 13.1457681,-59.6188562 13.1457598,-59.6188835 13.1457641,-59.6189019 13.145773,-59.6189218 13.1457917)",residential,,,yes,,,,,,roundabout,
"LINESTRING (-59.6227953 13.1463061,-59.6225345 13.1463158,-59.6214244 13.146318,-59.6202353 13.1463204,-59.6201372 13.1463175,-59.61986 13.1463264,-59.6196591 13.1463163,-59.6194913 13.1462705,-59.6193643 13.1461836,-59.6192903 13.1460723,-59.6191616 13.1458634,-59.6191 13.1457287,-59.6189709 13.1454823,-59.6188182 13.1452449,-59.618741 13.1451195,-59.618689 13.1450319,-59.6186101 13.1449512,-59.6184793 13.1448992,-59.6183162 13.1448862,-59.6181759 13.1449001,-59.6179248 13.1449335,-59.6174446 13.1450095,-59.6170703 13.1451011,-59.6166929 13.1451825,-59.616426 13.1451995,-59.6162134 13.1452075,-59.6160702 13.1452102,-59.615954 13.1452123,-59.6157666 13.1452143,-59.6154473 13.1452606,-59.6151745 13.1453241,-59.61487 13.145412,-59.6145901 13.1454935,-59.6143639 13.1455564,-59.614149 13.1456112,-59.6140267 13.1456231,-59.613924 13.1456192,-59.6137639 13.1455872,-59.6136714 13.1455521,-59.6135611 13.145479,-59.6133776 13.145319,-59.6132234 13.145189)",tertiary,Clermont Road,asphalt,,,2,,,,,
"LINESTRING (-59.6175243 13.1456939,-59.6174782 13.1453219,-59.6174446 13.1450095)",residential,Glynor Gardens,,,,,,,,,
"LINESTRING (-59.6187787 13.1458463,-59.6182919 13.1458572,-59.6182611 13.1458677,-59.6182356 13.1458925,-59.6182249 13.1459291,-59.6182544 13.1462699,-59.6182665 13.1462908,-59.6182799 13.1463039,-59.6183087 13.1463111,-59.6183375 13.1463091,-59.6186849 13.1462856)",residential,,,,,,,,,,
"LINESTRING (-59.6198459 13.1479771,-59.6198195 13.147941,-59.6197311 13.1465543)",residential,Meadowvale Heights,asphalt,,no,,,,,,
"LINESTRING (-59.6194913 13.1462705,-59.6195681 13.1487428)",residential,,,yes,,,,,,,
"LINESTRING (-59.6188581 13.1459145,-59.619027 13.1487531)",residential,Crystal Boulevard,,,,,,,,,
"LINESTRING (-59.6184702 13.1486961,-59.6183509 13.1467887)",residential,Hoytes Drive,,,,,,,,,
"LINESTRING (-59.61795 13.1486387,-59.6178359 13.1472401,-59.6176471 13.1462622)",residential,Deslandre Drive,,,,,,,,,
"LINESTRING (-59.6218904 13.1485569,-59.6214761 13.1483351)",residential,,,,,,,,,,
"LINESTRING (-59.621933 13.1500806,-59.6218032 13.1499598,-59.6217794 13.1498861,-59.6217792 13.1498079,-59.6218573 13.1486594,-59.6218904 13.1485569,-59.621936 13.1484904,-59.6221545 13.1483095,-59.6225745 13.148113)",residential,,,,,,,,,,
"LINESTRING (-59.6210238 13.1483387,-59.6206786 13.148297)",service,,,,,,,,,,
"LINESTRING (-59.6207987 13.147934,-59.6207664 13.1479595,-59.6202949 13.1479734,-59.6198924 13.1479902,-59.6198459 13.1479771)",residential,Meadowvale Heights,asphalt,,no,,,,,,
"LINESTRING (-59.6209921 13.1491043,-59.6196334 13.1494018)",service,,,,,,,,,,
"LINESTRING (-59.6225231 13.1493729,-59.6227304 13.1496684)",service,,,,,,,,,,
"LINESTRING (-59.6229974 13.1485751,-59.6226292 13.1492101,-59.6225231 13.1493729,-59.6224968 13.1494132,-59.6222943 13.1496964,-59.6221863 13.1498089,-59.621933 13.1500806,-59.6216756 13.1503672,-59.6214845 13.1505922,-59.621352 13.1507135,-59.6212023 13.1508095,-59.6209518 13.1509301,-59.620591 13.1511308,-59.6204982 13.1512155)",secondary,Prior Park Road,asphalt,,,2,60,,,,
"LINESTRING (-59.6221863 13.1498089,-59.6224015 13.150004,-59.6225383 13.1501476,-59.6226214 13.1502169,-59.6226764 13.1502377)",residential,,,,,,,,,,
"LINESTRING (-59.6209518 13.1509301,-59.6208915 13.1507671,-59.6208948 13.1506083,-59.6209145 13.1503261,-59.6209435 13.1500432,-59.6209578 13.149791,-59.6209751 13.1494717,-59.6209921 13.1491043,-59.6210238 13.1483387,-59.6210258 13.14829)",residential,,,yes,,,,,,,
"LINESTRING (-59.6209751 13.1494717,-59.6203034 13.1497824)",service,,,,,,,,,,
"LINESTRING (-59.6209578 13.149791,-59.6205156 13.1499672)",service,,,,,,,,,,
"LINESTRING (-59.6209435 13.1500432,-59.6204039 13.150189)",service,,,,,,,,,,
"LINESTRING (-59.6195681 13.1487428,-59.6195441 13.1487961,-59.6194938 13.1488135,-59.619027 13.1487531,-59.6184702 13.1486961,-59.61795 13.1486387,-59.6176828 13.1486284,-59.6173985 13.1486048,-59.6168365 13.148599,-59.6163117 13.1485968,-59.6152546 13.1485867)",residential,,,yes,,,,,,,
"LINESTRING (-59.6174782 13.1453219,-59.6167008 13.1454644)",residential,,,yes,,,,,,,
"LINESTRING (-59.6175243 13.1456939,-59.6175112 13.1457569,-59.6174755 13.1457852,-59.6164026 13.1459529)",residential,Glynor Gardens,,,,,,,,,
"LINESTRING (-59.6160702 13.1452102,-59.6161763 13.14602,-59.6162667 13.146256,-59.6163244 13.1465703)",residential,,,,,,,,,,
"LINESTRING (-59.6151745 13.1453241,-59.6152668 13.1460793,-59.6152891 13.1462424)",residential,,,,,,,,,,
"LINESTRING (-59.6163244 13.1465703,-59.6160341 13.1465936,-59.6157298 13.1466105)",residential,,,yes,,,,,,,
"LINESTRING (-59.6173985 13.1486048,-59.6173124 13.1472902,-59.6171235 13.146304)",residential,Long Champ Drive,,,,,,,,,
"LINESTRING (-59.6168365 13.148599,-59.6167655 13.1473848,-59.6166099 13.1466249,-59.616566 13.1465681,-59.6165001 13.1465485,-59.6163244 13.1465703)",residential,Bacarat Drive,,,,,,,,,
"LINESTRING (-59.6163117 13.1485968,-59.6162578 13.1480515,-59.6162128 13.1475432,-59.6162052 13.1473738,-59.6160341 13.1465936)",residential,Hanover Drive,,,,,,,,,
"LINESTRING (-59.6142441 13.1468185,-59.6136337 13.146767)",residential,,,,,,,,,,
